39.7318975743 0.0003000000 0.0000034000 0.0003000000 0.0002964000 0.0000000000 1.2455659510 0.0004855114 8645618.2015918158 61.7200000000 7.6369716626 0.0000150000 0.0000150000 0.3447932031 2627.6347305411 0.0025000000 0.0006300000 0.0000324000 11.3392999052 500.0000000000 5.5000000000 1.0000000000 1.0000000000 1.0000000000 35.0808234737 11.0000000000 0.0000000000 11.0000000000 0.0000000000 11.3170648523 8.3893167385 
39.0132891989 0.0003000000 0.0000034000 0.0003000000 0.0002964000 0.0000000000 1.2274140855 0.0004462574 8825542.2615362071 61.7200000000 7.4356812718 0.0000150000 0.0000150000 0.4322733631 3185.7325905005 0.0025000000 0.0006300000 0.0000324000 11.3171533168 500.0000000000 5.5000000000 1.0000000000 1.0000000000 1.0000000000 34.3297643365 11.0000000000 0.0000000000 11.0000000000 0.0000000000 11.1503161076 8.7483092376 
39.4364663995 0.0003000000 0.0000034000 0.0003000000 0.0002964000 0.0000000000 1.2646626145 0.0004884841 8693348.5573892184 61.7200000000 7.1157213634 0.0000150000 0.0000150000 0.3116881223 3571.4473286842 0.0025000000 0.0006300000 0.0000324000 11.3958294581 500.0000000000 5.5000000000 1.0000000000 1.0000000000 1.0000000000 34.3330835849 11.0000000000 0.0000000000 11.0000000000 0.0000000000 11.2359141853 9.0379192699 
39.2451670471 0.0003000000 0.0000034000 0.0003000000 0.0002964000 0.0000000000 1.2120744024 0.0004652632 8704852.6022515185 61.7200000000 7.3039965876 0.0000150000 0.0000150000 0.3680927345 3116.0023125712 0.0025000000 0.0006300000 0.0000324000 11.1018221474 500.0000000000 5.5000000000 1.0000000000 1.0000000000 1.0000000000 34.6326808810 11.0000000000 0.0000000000 11.0000000000 0.0000000000 11.0761665525 8.9927016424 
38.7736366539 0.0003000000 0.0000034000 0.0003000000 0.0002964000 0.0000000000 1.1666826333 0.0004939023 8728139.2719985992 61.7200000000 7.3588690602 0.0000150000 0.0000150000 0.4487084291 3723.4851223021 0.0025000000 0.0006300000 0.0000324000 12.3089159697 500.0000000000 5.5000000000 1.0000000000 1.0000000000 1.0000000000 34.3728258685 11.0000000000 0.0000000000 11.0000000000 0.0000000000 10.8703681158 9.0190515142 
39.1165006929 0.0003000000 0.0000034000 0.0003000000 0.0002964000 0.0000000000 1.1870603335 0.0005167313 8816457.8619009070 61.7200000000 7.4785633585 0.0000150000 0.0000150000 0.3704758607 3624.7754754961 0.0025000000 0.0006300000 0.0000324000 12.5373810206 500.0000000000 5.5000000000 1.0000000000 1.0000000000 1.0000000000 34.0689003763 11.0000000000 0.0000000000 11.0000000000 0.0000000000 11.2726428362 8.1372336012 
38.8449080123 0.0003000000 0.0000034000 0.0003000000 0.0002964000 0.0000000000 1.1992079008 0.0005386584 8618313.7666323464 61.7200000000 7.7827046694 0.0000150000 0.0000150000 0.4027926931 3450.7657873920 0.0025000000 0.0006300000 0.0000324000 13.2492612822 500.0000000000 5.5000000000 1.0000000000 1.0000000000 1.0000000000 34.8856822368 11.0000000000 0.0000000000 11.0000000000 0.0000000000 11.2786794491 8.0598144259 
39.3746291521 0.0003000000 0.0000034000 0.0003000000 0.0002964000 0.0000000000 1.1692715834 0.0006128644 8535602.4873581268 61.7200000000 8.1856960960 0.0000150000 0.0000150000 0.4785075250 4028.2625895927 0.0025000000 0.0006300000 0.0000324000 15.6458366458 500.0000000000 5.5000000000 1.0000000000 1.0000000000 1.0000000000 35.0186085609 11.0000000000 0.0000000000 11.0000000000 0.0000000000 11.2894580538 7.4121557961 
38.8328945196 0.0003000000 0.0000034000 0.0003000000 0.0002964000 0.0000000000 1.2094976488 0.0004860169 8844621.6635891981 61.7200000000 7.4649734787 0.0000150000 0.0000150000 0.4561037065 3414.6541708823 0.0025000000 0.0006300000 0.0000324000 12.2102496516 500.0000000000 5.5000000000 1.0000000000 1.0000000000 1.0000000000 34.6433991594 11.0000000000 0.0000000000 11.0000000000 0.0000000000 11.0113512595 9.4979812712 
39.1594337740 0.0003000000 0.0000034000 0.0003000000 0.0002964000 0.0000000000 1.1939829865 0.0004996006 8983144.5030711293 61.7200000000 7.5095460761 0.0000150000 0.0000150000 0.5680678287 3862.7991909157 0.0025000000 0.0006300000 0.0000324000 13.2549684599 500.0000000000 5.5000000000 1.0000000000 1.0000000000 1.0000000000 34.5320782752 11.0000000000 0.0000000000 11.0000000000 0.0000000000 10.7752825897 10.2765853545 
