31.6582604753 0.0003000000 0.0000034000 0.0003000000 0.0002964000 0.0000000000 0.8915915893 0.0012649617 10604269.1848837417 61.7200000000 9.8647718012 0.0000150000 0.0000150000 0.5961720603 103.4470876574 0.0025000000 0.0006300000 0.0000324000 19.9890606408 500.0000000000 5.5000000000 1.0000000000 1.0000000000 1.0000000000 31.6629929327 11.0000000000 0.0000000000 11.0000000000 0.0000000000 11.0000000000 0.0000000000 3500.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -1.3875095255 0.0046549253 20.1414892799 1.7864788203 0.0000000000 0.0000000000 
32.4110913768 0.0003000000 0.0000034000 0.0003000000 0.0002964000 0.0000000000 0.8999674894 0.0010779720 10575365.1499780864 61.7200000000 9.4605922200 0.0000150000 0.0000150000 0.6063867016 100.0271600150 0.0025000000 0.0006300000 0.0000324000 17.1895079644 500.0000000000 5.5000000000 1.0000000000 1.0000000000 1.0000000000 32.0543282094 11.0000000000 0.0000000000 11.0000000000 0.0000000000 11.0000000000 0.0000000000 3500.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -1.3825067995 0.0049090122 27.4886024210 1.8224760278 0.0000000000 0.0000000000 
32.3823116043 0.0003000000 0.0000034000 0.0003000000 0.0002964000 0.0000000000 0.8855496535 0.0014047239 10818866.3691849634 61.7200000000 10.4307647495 0.0000150000 0.0000150000 0.6796291510 109.8833417883 0.0025000000 0.0006300000 0.0000324000 24.4251999947 500.0000000000 5.5000000000 1.0000000000 1.0000000000 1.0000000000 30.3666367733 11.0000000000 0.0000000000 11.0000000000 0.0000000000 11.0000000000 0.0000000000 3500.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -1.3772690718 0.0043494925 19.5390469422 1.6913170699 0.0000000000 0.0000000000 
32.4816589508 0.0003000000 0.0000034000 0.0003000000 0.0002964000 0.0000000000 0.8786432205 0.0013457526 10955548.0260124654 61.7200000000 10.3186361231 0.0000150000 0.0000150000 0.6907348755 107.7837504266 0.0025000000 0.0006300000 0.0000324000 25.0544659341 500.0000000000 5.5000000000 1.0000000000 1.0000000000 1.0000000000 29.9479067518 11.0000000000 0.0000000000 11.0000000000 0.0000000000 11.0000000000 0.0000000000 3500.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -1.3849070222 0.0042452033 23.8285345831 1.6234454906 0.0000000000 0.0000000000 
32.4705456086 0.0003000000 0.0000034000 0.0003000000 0.0002964000 0.0000000000 0.8704913029 0.0014324517 10390054.9383483771 61.7200000000 10.0113116475 0.0000150000 0.0000150000 0.6049605041 111.2149795032 0.0025000000 0.0006300000 0.0000324000 21.4785056932 500.0000000000 5.5000000000 1.0000000000 1.0000000000 1.0000000000 31.4537302456 11.0000000000 0.0000000000 11.0000000000 0.0000000000 11.0000000000 0.0000000000 3500.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -1.3890950159 0.0044672371 16.6292169159 1.7208750686 0.0000000000 0.0000000000 
32.2031966251 0.0003000000 0.0000034000 0.0003000000 0.0002964000 0.0000000000 0.8941396423 0.0015137768 10619519.0465964600 61.7200000000 9.6646681859 0.0000150000 0.0000150000 0.6631427584 109.0324836829 0.0025000000 0.0006300000 0.0000324000 23.1064259378 500.0000000000 5.5000000000 1.0000000000 1.0000000000 1.0000000000 30.1957481440 11.0000000000 0.0000000000 11.0000000000 0.0000000000 11.0000000000 0.0000000000 3500.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -1.3565599600 0.0045657432 27.8425307976 1.6756481513 0.0000000000 0.0000000000 
32.3858003928 0.0003000000 0.0000034000 0.0003000000 0.0002964000 0.0000000000 0.8973722108 0.0012815257 10712627.8015683778 61.7200000000 9.9151507672 0.0000150000 0.0000150000 0.5634228108 108.2065571597 0.0025000000 0.0006300000 0.0000324000 17.6260289498 500.0000000000 5.5000000000 1.0000000000 1.0000000000 1.0000000000 32.3396960429 11.0000000000 0.0000000000 11.0000000000 0.0000000000 11.0000000000 0.0000000000 3500.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -1.4420639761 0.0046884326 15.9807886448 1.7816858165 0.0000000000 0.0000000000 
32.3749844839 0.0003000000 0.0000034000 0.0003000000 0.0002964000 0.0000000000 0.8860567934 0.0011193701 10722050.6589432079 61.7200000000 10.2518312214 0.0000150000 0.0000150000 0.6565890913 109.7376065875 0.0025000000 0.0006300000 0.0000324000 21.3652765234 500.0000000000 5.5000000000 1.0000000000 1.0000000000 1.0000000000 30.9608212267 11.0000000000 0.0000000000 11.0000000000 0.0000000000 11.0000000000 0.0000000000 3500.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -1.3586888684 0.0045172168 25.5623788150 1.7106708800 0.0000000000 0.0000000000 
32.5718107665 0.0003000000 0.0000034000 0.0003000000 0.0002964000 0.0000000000 0.8999304480 0.0014825986 10955842.3229961675 61.7200000000 10.4113655024 0.0000150000 0.0000150000 0.6061772506 106.4444999003 0.0025000000 0.0006300000 0.0000324000 24.2624604732 500.0000000000 5.5000000000 1.0000000000 1.0000000000 1.0000000000 30.7157960359 11.0000000000 0.0000000000 11.0000000000 0.0000000000 11.0000000000 0.0000000000 3500.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -1.3722485770 0.0043521814 19.0053377271 1.6716685032 0.0000000000 0.0000000000 
32.6621533067 0.0003000000 0.0000034000 0.0003000000 0.0002964000 0.0000000000 0.8887684134 0.0013090838 10812759.9440065548 61.7200000000 10.3867227180 0.0000150000 0.0000150000 0.6037132096 109.3783089321 0.0025000000 0.0006300000 0.0000324000 24.9883596582 500.0000000000 5.5000000000 1.0000000000 1.0000000000 1.0000000000 30.7555307484 11.0000000000 0.0000000000 11.0000000000 0.0000000000 11.0000000000 0.0000000000 3500.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -1.4199161817 0.0044200746 14.7108067495 1.6427684534 0.0000000000 0.0000000000 
