time_total,time_GTT,H1_G_opt,H1_G_min,H1_G_max,H2_G_opt,H2_G_min,H2_G_max,Glycemic_level
289.98,,,9.461819444,9.686166161,,9.832736571,9.970373541,
289.99,,,9.458905354,9.68423239,,9.83147085,9.969756016,
290,,,9.45599368,9.682299787,,9.830205687,9.969138642,
290.01,,,9.453084419,9.680368351,,9.82894108,9.968521416,
290.02,,,9.450177569,9.678438079,,9.827677029,9.967904339,
290.03,,,9.447273125,9.67650897,,9.826413534,9.967287411,
290.04,,,9.444371083,9.674581023,,9.825150593,9.966670632,
290.05,,,9.441471441,9.672654238,,9.823888206,9.966054002,
290.06,,,9.438574194,9.670728611,,9.822626374,9.965437519,
290.07,,,9.43567934,9.668804142,,9.821365094,9.964821186,
290.08,,,9.432786874,9.66688083,,9.820104367,9.964205,
290.09,,,9.429896794,9.664958673,,9.818844192,9.963588962,
290.1,,,9.427009095,9.66303767,,9.817584569,9.962973073,
290.11,,,9.424123776,9.661117819,,9.816325496,9.962357331,
290.12,,,9.421240831,9.65919912,,9.815066974,9.961741737,
290.13,,,9.418360259,9.65728157,,9.813809002,9.96112629,
290.14,,,9.415482055,9.65536517,,9.81255158,9.960510991,
290.15,,,9.412606216,9.653449916,,9.811294706,9.959895839,
290.16,,,9.409732739,9.651535809,,9.810038381,9.959280834,
290.17,,,9.406861621,9.649622846,,9.808782604,9.958665976,
290.18,,,9.403992859,9.647711027,,9.807527374,9.958051265,
290.19,,,9.401126449,9.645800351,,9.806272691,9.957436701,
290.2,,,9.398262388,9.643890815,,9.805018554,9.956822283,
290.21,,,9.395400673,9.64198242,,9.803764964,9.956208012,
290.22,,,9.3925413,9.640075163,,9.802511918,9.955593887,
290.23,,,9.389684267,9.638169043,,9.801259418,9.954979909,
290.24,,,9.386829571,9.636264059,,9.800007462,9.954366077,
290.25,,,9.383977208,9.634360211,,9.798756051,9.953752391,
290.26,,,9.381127176,9.632457496,,9.797505182,9.95313885,
290.27,,,9.37827947,9.630555913,,9.796254857,9.952525456,
290.28,,,9.375434089,9.628655462,,9.795005074,9.951912207,
290.29,,,9.372591029,9.626756142,,9.793755833,9.951299104,
290.3,,,9.369750287,9.62485795,,9.792507134,9.950686146,
290.31,,,9.36691186,9.622960886,,9.791258976,9.950073334,
290.32,,,9.364075745,9.621064949,,9.790011359,9.949460667,
290.33,,,9.361241939,9.619170137,,9.788764282,9.948848145,
290.34,,,9.358410439,9.61727645,,9.787517745,9.948235768,
290.35,,,9.355581242,9.615383885,,9.786271747,9.947623535,
290.36,,,9.352754345,9.613492443,,9.785026287,9.947011448,
290.37,,,9.349929746,9.611602122,,9.783781367,9.946399505,
290.38,,,9.347107441,9.609712921,,9.782536984,9.945787707,
290.39,,,9.344287427,9.607824839,,9.781293139,9.945176054,
290.4,,,9.341469702,9.605937874,,9.780049831,9.944564544,
290.41,,,9.338654263,9.604052025,,9.778807059,9.943953179,
290.42,,,9.335841106,9.602167292,,9.777564824,9.943341958,
290.43,,,9.333030229,9.600283673,,9.776323125,9.942730881,
290.44,,,9.33022163,9.598401168,,9.775081961,9.942119948,
290.45,,,9.327415305,9.596519774,,9.773841332,9.941509159,
290.46,,,9.324611251,9.594639492,,9.772601237,9.940898513,
290.47,,,9.321809466,9.592760319,,9.771361676,9.940288011,
290.48,,,9.319009947,9.590882256,,9.770122649,9.939677653,
290.49,,,9.316212691,9.5890053,,9.768884156,9.939067438,
290.5,,,9.313417695,9.587129451,,9.767646195,9.938457366,
290.51,,,9.310624957,9.585254707,,9.766408766,9.937847437,
290.52,,,9.307834474,9.583381069,,9.76517187,9.937237652,
290.53,,,9.305046242,9.581508533,,9.763935505,9.936628009,
290.54,,,9.302260261,9.5796371,,9.762699671,9.93601851,
290.55,,,9.299476525,9.577766769,,9.761464368,9.935409153,
290.56,,,9.296695034,9.575897538,,9.760229595,9.934799939,
290.57,,,9.293915784,9.574029407,,9.758995352,9.934190867,
290.58,,,9.291138773,9.572162374,,9.757761639,9.933581938,
290.59,,,9.288363998,9.570296438,,9.756528454,9.932973151,
290.6,,,9.285591455,9.568431598,,9.755295799,9.932364506,
290.61,,,9.282821144,9.566567854,,9.754063671,9.931756004,
290.62,,,9.28005306,9.564705204,,9.752832072,9.931147644,
290.63,,,9.277287202,9.562843647,,9.751601,9.930539425,
290.64,,,9.274523566,9.560983183,,9.750370456,9.929931349,
290.65,,,9.27176215,9.55912381,,9.749140438,9.929323414,
290.66,,,9.269002952,9.557265527,,9.747910946,9.928715621,
290.67,,,9.266245969,9.555408333,,9.74668198,9.92810797,
290.68,,,9.263491198,9.553552228,,9.74545354,9.92750046,
290.69,,,9.260738637,9.551697209,,9.744225625,9.926893091,
290.7,,,9.257988283,9.549843277,,9.742998235,9.926285864,
290.71,,,9.255240133,9.547990431,,9.741771369,9.925678778,
290.72,,,9.252494185,9.546138668,,9.740545027,9.925071833,
290.73,,,9.249750437,9.544287989,,9.739319209,9.924465029,
290.74,,,9.247008885,9.542438393,,9.738093914,9.923858366,
290.75,,,9.244269528,9.540589877,,9.736869142,9.923251844,
290.76,,,9.241532363,9.538742443,,9.735644892,9.922645463,
290.77,,,9.238797387,9.536896087,,9.734421165,9.922039222,
290.78,,,9.236064598,9.53505081,,9.733197959,9.921433122,
290.79,,,9.233333993,9.533206611,,9.731975274,9.920827162,
290.8,,,9.230605571,9.531363488,,9.730753111,9.920221343,
290.81,,,9.227879327,9.52952144,,9.729531468,9.919615664,
290.82,,,9.22515526,9.527680468,,9.728310345,9.919010125,
290.83,,,9.222433367,9.525840569,,9.727089743,9.918404726,
290.84,,,9.219713647,9.524001743,,9.725869659,9.917799467,
290.85,,,9.216996096,9.522163988,,9.724650095,9.917194348,
290.86,,,9.214280711,9.520327305,,9.72343105,9.916589369,
290.87,,,9.211567492,9.518491691,,9.722212523,9.91598453,
290.88,,,9.208856434,9.516657147,,9.720994514,9.91537983,
290.89,,,9.206147536,9.51482367,,9.719777022,9.91477527,
290.9,,,9.203440795,9.512991261,,9.718560048,9.914170849,
290.91,,,9.200736209,9.511159918,,9.717343591,9.913566568,
290.92,,,9.198033776,9.50932964,,9.716127651,9.912962426,
290.93,,,9.195333492,9.507500426,,9.714912226,9.912358423,
290.94,,,9.192635356,9.505672276,,9.713697318,9.911754559,
290.95,,,9.189939365,9.503845189,,9.712482925,9.911150834,
290.96,,,9.187245517,9.502019163,,9.711269047,9.910547248,
290.97,,,9.184553809,9.500194197,,9.710055684,9.909943801,
290.98,,,9.18186424,9.498370292,,9.708842835,9.909340493,
290.99,,,9.179176805,9.496547445,,9.707630501,9.908737323,
291,,,9.176491505,9.494725656,,9.70641868,9.908134292,
291.01,,,9.173808335,9.492904925,,9.705207373,9.9075314,
291.02,,,9.171127293,9.491085249,,9.703996578,9.906928645,
291.03,,,9.168448378,9.489266629,,9.702786296,9.90632603,
291.04,,,9.165771587,9.487449063,,9.701576527,9.905723552,
291.05,,,9.163096917,9.48563255,,9.700367269,9.905121212,
291.06,,,9.160424367,9.48381709,,9.699158523,9.904519011,
291.07,,,9.157753933,9.482002682,,9.697950288,9.903916947,
291.08,,,9.155085614,9.480189324,,9.696742565,9.903315022,
291.09,,,9.152419407,9.478377017,,9.695535351,9.902713234,
291.1,,,9.149755309,9.476565758,,9.694328648,9.902111584,
291.11,,,9.14709332,9.474755547,,9.693122455,9.901510071,
291.12,,,9.144433436,9.472946384,,9.691916772,9.900908696,
291.13,,,9.141775655,9.471138267,,9.690711597,9.900307459,
291.14,,,9.139119974,9.469331195,,9.689506931,9.899706359,
291.15,,,9.136466392,9.467525168,,9.688302774,9.899105396,
291.16,,,9.133814906,9.465720185,,9.687099125,9.89850457,
291.17,,,9.131165514,9.463916244,,9.685895984,9.897903882,
291.18,,,9.128518213,9.462113345,,9.684693351,9.89730333,
291.19,,,9.125873002,9.460311488,,9.683491224,9.896702916,
