time,G_min,G_max,G_opt,I_min,I_max,I_opt
301.42,9.126611668,11.47644887,10.03148202,0.129489184,0.421278125,0.268835044
301.43,9.125786929,11.47598175,10.03076181,0.129523602,0.421391535,0.268885753
301.44,9.124962261,11.47551458,10.03004166,0.129557963,0.421504763,0.268936344
301.45,9.124137664,11.47504734,10.02932158,0.129592267,0.42161781,0.268986816
301.46,9.123313138,11.47458005,10.02860155,0.129626514,0.421730674,0.269037172
301.47,9.122488683,11.4741127,10.02788158,0.129660704,0.421843358,0.269087409
301.48,9.1216643,11.47364529,10.02716167,0.129694837,0.42195586,0.269137529
301.49,9.120839987,11.47317783,10.02644182,0.129728913,0.422068181,0.269187532
301.5,9.120015746,11.4727103,10.02572203,0.129762933,0.422180321,0.269237417
301.51,9.119191576,11.47224272,10.02500229,0.129796896,0.422292281,0.269287186
301.52,9.118367477,11.47177509,10.02428262,0.129830802,0.42240406,0.269336838
301.53,9.117543449,11.47130739,10.02356301,0.129864652,0.422515659,0.269386372
301.54,9.116719493,11.47083964,10.02284345,0.129898445,0.422627078,0.269435791
301.55,9.115895608,11.47037183,10.02212395,0.129932182,0.422738317,0.269485093
301.56,9.115071794,11.46990397,10.02140452,0.129965862,0.422849376,0.269534278
301.57,9.114248052,11.46943605,10.02068514,0.129999486,0.422960255,0.269583348
301.58,9.113424381,11.46896808,10.01996582,0.130033054,0.423070956,0.269632302
301.59,9.112600781,11.46850004,10.01924657,0.130066565,0.423181477,0.269681139
301.6,9.111777253,11.46803196,10.01852737,0.13010002,0.423291819,0.269729861
301.61,9.110953797,11.46756381,10.01780823,0.130133419,0.423401983,0.269778468
301.62,9.110130412,11.46709561,10.01708915,0.130166762,0.423511968,0.269826959
301.63,9.109307098,11.46662736,10.01637013,0.130200049,0.423621775,0.269875335
301.64,9.108483856,11.46615905,10.01565117,0.13023328,0.423731403,0.269923596
301.65,9.107660686,11.46569069,10.01493227,0.130266456,0.423840853,0.269971742
301.66,9.106837588,11.46522227,10.01421343,0.130299575,0.423950126,0.270019773
301.67,9.106014561,11.46475379,10.01349465,0.130332638,0.424059221,0.270067689
301.68,9.105191605,11.46428526,10.01277593,0.130365646,0.424168138,0.270115491
301.69,9.104368722,11.46381668,10.01205727,0.130398598,0.424276878,0.270163179
301.7,9.10354591,11.46334804,10.01133867,0.130431495,0.424385441,0.270210752
301.71,9.10272317,11.46287935,10.01062013,0.130464335,0.424493827,0.270258211
301.72,9.101900502,11.4624106,10.00990165,0.130497121,0.424602037,0.270305557
301.73,9.101077906,11.4619418,10.00918323,0.130529851,0.42471007,0.270352788
301.74,9.100255381,11.46147295,10.00846487,0.130562525,0.424817926,0.270399906
301.75,9.099432929,11.46100404,10.00774657,0.130595144,0.424925607,0.270446911
301.76,9.098610548,11.46053508,10.00702833,0.130627708,0.425033111,0.270493802
301.77,9.09778824,11.46006607,10.00631015,0.130660217,0.42514044,0.27054058
301.78,9.096966003,11.459597,10.00559203,0.13069267,0.425247592,0.270587245
301.79,9.096143838,11.45912788,10.00487397,0.130725068,0.42535457,0.270633797
301.8,9.095321746,11.45865871,10.00415597,0.130757411,0.425461372,0.270680236
301.81,9.094499725,11.45818948,10.00343803,0.1307897,0.425567999,0.270726563
301.82,9.093677777,11.4577202,10.00272015,0.130821933,0.425674452,0.270772777
301.83,9.0928559,11.45725087,10.00200234,0.130854111,0.425780729,0.270818879
301.84,9.092034096,11.45678149,10.00128458,0.130886235,0.425886832,0.270864868
301.85,9.091212364,11.45631205,10.00056688,0.130918303,0.425992761,0.270910746
301.86,9.090390705,11.45584257,9.999849247,0.130950317,0.426098516,0.270956512
301.87,9.089569117,11.45537303,9.999131672,0.130982276,0.426204096,0.271002166
301.88,9.088747602,11.45490344,9.998414157,0.131014181,0.426309503,0.271047708
301.89,9.087926159,11.45443379,9.997696704,0.131046031,0.426414736,0.271093139
301.9,9.087104788,11.4539641,9.996979311,0.131077826,0.426519796,0.271138458
301.91,9.08628349,11.45349435,9.996261978,0.131109567,0.426624682,0.271183667
301.92,9.085462264,11.45302456,9.995544707,0.131141254,0.426729396,0.271228764
301.93,9.08464111,11.45255471,9.994827497,0.131172886,0.426833936,0.271273751
301.94,9.083820029,11.45208481,9.994110347,0.131204464,0.426938304,0.271318626
301.95,9.08299902,11.45161486,9.993393259,0.131235988,0.427042499,0.271363392
301.96,9.082178084,11.45114486,9.992676231,0.131267457,0.427146522,0.271408046
301.97,9.08135722,11.45067481,9.991959264,0.131298872,0.427250373,0.27145259
301.98,9.080536429,11.45020471,9.991242359,0.131330233,0.427354052,0.271497025
301.99,9.079715711,11.44973456,9.990525514,0.131361541,0.427457559,0.271541349
302,9.078895065,11.44926436,9.989808731,0.131392794,0.427560894,0.271585563
302.01,9.078074491,11.44879411,9.989092009,0.131423993,0.427664058,0.271629667
302.02,9.07725399,11.4483238,9.988375348,0.131455138,0.427767051,0.271673662
302.03,9.076433562,11.44785345,9.987658748,0.13148623,0.427869872,0.271717547
302.04,9.075613207,11.44738305,9.98694221,0.131517268,0.427972523,0.271761323
302.05,9.074792924,11.4469126,9.986225733,0.131548252,0.428075003,0.27180499
302.06,9.073972714,11.44644211,9.985509317,0.131579182,0.428177312,0.271848548
302.07,9.073152577,11.44597156,9.984792962,0.131610059,0.428279451,0.271891996
302.08,9.072332513,11.44550096,9.984076669,0.131640882,0.42838142,0.271935336
302.09,9.071512521,11.44503032,9.983360438,0.131671652,0.428483219,0.271978568
302.1,9.070692602,11.44455962,9.982644268,0.131702368,0.428584847,0.272021691
302.11,9.069872757,11.44408888,9.981928159,0.131733031,0.428686307,0.272064705
302.12,9.069052984,11.44361809,9.981212112,0.13176364,0.428787596,0.272107611
302.13,9.068233284,11.44314725,9.980496127,0.131794197,0.428888717,0.27215041
302.14,9.067413657,11.44267636,9.979780203,0.1318247,0.428989668,0.2721931
302.15,9.066594103,11.44220543,9.979064341,0.13185515,0.42909045,0.272235682
302.16,9.065774621,11.44173444,9.978348541,0.131885546,0.429191064,0.272278157
302.17,9.064955213,11.44126341,9.977632802,0.13191589,0.429291509,0.272320524
302.18,9.064135878,11.44079234,9.976917125,0.131946181,0.429391785,0.272362784
302.19,9.063316616,11.44032121,9.97620151,0.131976418,0.429491894,0.272404937
302.2,9.062497428,11.43985004,9.975485957,0.132006603,0.429591834,0.272446982
302.21,9.061678312,11.43937882,9.974770466,0.132036735,0.429691606,0.27248892
302.22,9.060859269,11.43890755,9.974055037,0.132066814,0.429791211,0.272530752
302.23,9.0600403,11.43843623,9.973339669,0.13209684,0.429890648,0.272572477
302.24,9.059221404,11.43796487,9.972624364,0.132126814,0.429989917,0.272614095
302.25,9.058402581,11.43749347,9.97190912,0.132156735,0.43008902,0.272655607
302.26,9.057583831,11.43702201,9.971193939,0.132186603,0.430187955,0.272697013
302.27,9.056765155,11.43655051,9.97047882,0.132216419,0.430286724,0.272738312
302.28,9.055946552,11.43607897,9.969763763,0.132246183,0.430385326,0.272779506
302.29,9.055128022,11.43560737,9.969048768,0.132275893,0.430483761,0.272820593
302.3,9.054309565,11.43513574,9.968333835,0.132305552,0.43058203,0.272861575
302.31,9.053491182,11.43466405,9.967618964,0.132335158,0.430680133,0.272902451
302.32,9.052672873,11.43419232,9.966904156,0.132364712,0.43077807,0.272943222
302.33,9.051854637,11.43372055,9.96618941,0.132394214,0.430875841,0.272983887
302.34,9.051036474,11.43324873,9.965474726,0.132423663,0.430973447,0.273024447
302.35,9.050218384,11.43277686,9.964760105,0.132453061,0.431070887,0.273064902
302.36,9.049400369,11.43230495,9.964045546,0.132482406,0.431168161,0.273105252
302.37,9.048582426,11.43183299,9.963331049,0.132511699,0.431265271,0.273145498
302.38,9.047764558,11.43136099,9.962616615,0.132540941,0.431362216,0.273185638
302.39,9.046946762,11.43088895,9.961902243,0.13257013,0.431458996,0.273225675
302.4,9.046129041,11.43041686,9.961187934,0.132599268,0.431555611,0.273265606
302.41,9.045311393,11.42994472,9.960473688,0.132628353,0.431652062,0.273305434
302.42,9.044493818,11.42947254,9.959759504,0.132657387,0.431748349,0.273345157
302.43,9.043676318,11.42900032,9.959045383,0.13268637,0.431844471,0.273384776
302.44,9.042858891,11.42852805,9.958331324,0.1327153,0.43194043,0.273424292
302.45,9.042041538,11.42805574,9.957617328,0.132744179,0.432036225,0.273463704
302.46,9.041224258,11.42758339,9.956903395,0.132773007,0.432131856,0.273503012
302.47,9.040407052,11.42711099,9.956189524,0.132801783,0.432227324,0.273542216
302.48,9.03958992,11.42663854,9.955475716,0.132830507,0.432322629,0.273581318
302.49,9.038772862,11.42616606,9.954761971,0.13285918,0.432417771,0.273620316
302.5,9.037955878,11.42569353,9.954048289,0.132887802,0.43251275,0.273659211
302.51,9.037138967,11.42522096,9.95333467,0.132916373,0.432607566,0.273698003
302.52,9.03632213,11.42474834,9.952621114,0.132944892,0.43270222,0.273736692
302.53,9.035505368,11.42427569,9.95190762,0.13297336,0.432796711,0.273775279
302.54,9.034688679,11.42380299,9.95119419,0.133001777,0.43289104,0.273813763
302.55,9.033872064,11.42333024,9.950480823,0.133030143,0.432985207,0.273852145
302.56,9.033055523,11.42285746,9.949767518,0.133058457,0.433079212,0.273890424
302.57,9.032239056,11.42238463,9.949054277,0.133086721,0.433173056,0.273928602
302.58,9.031422663,11.42191176,9.948341099,0.133114934,0.433266738,0.273966677
302.59,9.030606344,11.42143885,9.947627984,0.133143096,0.433360258,0.27400465
302.6,9.029790099,11.42096589,9.946914932,0.133171207,0.433453618,0.274042522
302.61,9.028973929,11.4204929,9.946201943,0.133199268,0.433546816,0.274080292
302.62,9.028157832,11.42001986,9.945489017,0.133227277,0.433639854,0.274117961
302.63,9.02734181,11.41954678,9.944776155,0.133255236,0.433732731,0.274155528
302.64,9.026525861,11.41907366,9.944063356,0.133283145,0.433825447,0.274192994
302.65,9.025709987,11.4186005,9.94335062,0.133311002,0.433918003,0.274230359
302.66,9.024894187,11.4181273,9.942637948,0.13333881,0.434010399,0.274267623
302.67,9.024078461,11.41765405,9.941925339,0.133366567,0.434102635,0.274304786
302.68,9.02326281,11.41718077,9.941212793,0.133394273,0.434194711,0.274341849
302.69,9.022447232,11.41670744,9.940500311,0.133421929,0.434286628,0.274378811
302.7,9.021631729,11.41623408,9.939787892,0.133449535,0.434378385,0.274415672
302.71,9.0208163,11.41576067,9.939075537,0.13347709,0.434469983,0.274452433
302.72,9.020000946,11.41528722,9.938363246,0.133504595,0.434561421,0.274489094
302.73,9.019185666,11.41481374,9.937651017,0.13353205,0.4346527,0.274525655
302.74,9.01837046,11.41434021,9.936938853,0.133559455,0.434743821,0.274562116
302.75,9.017555329,11.41386664,9.936226752,0.13358681,0.434834783,0.274598477
302.76,9.016740272,11.41339303,9.935514714,0.133614115,0.434925587,0.274634739
302.77,9.015925289,11.41291939,9.934802741,0.13364137,0.435016232,0.2746709
302.78,9.015110381,11.4124457,9.934090831,0.133668574,0.435106719,0.274706963
302.79,9.014295548,11.41197197,9.933378985,0.133695729,0.435197048,0.274742926
302.8,9.013480789,11.41149821,9.932667202,0.133722835,0.435287219,0.27477879
302.81,9.012666104,11.4110244,9.931955483,0.13374989,0.435377233,0.274814556
302.82,9.011851494,11.41055056,9.931243828,0.133776896,0.435467089,0.274850222
302.83,9.011036959,11.41007668,9.930532237,0.133803852,0.435556787,0.274885789
302.84,9.010222498,11.40960275,9.92982071,0.133830758,0.435646329,0.274921258
302.85,9.009408112,11.40912879,9.929109247,0.133857615,0.435735713,0.274956628
302.86,9.0085938,11.40865479,9.928397847,0.133884423,0.435824941,0.2749919
302.87,9.007779563,11.40818076,9.927686512,0.133911181,0.435914012,0.275027074
302.88,9.006965401,11.40770668,9.92697524,0.133937889,0.436002926,0.275062149
302.89,9.006151313,11.40723257,9.926264033,0.133964548,0.436091685,0.275097127
302.9,9.0053373,11.40675841,9.925552889,0.133991158,0.436180287,0.275132006
302.91,9.004523362,11.40628422,9.92484181,0.134017719,0.436268733,0.275166788
302.92,9.003709498,11.40580999,9.924130795,0.13404423,0.436357023,0.275201472
302.93,9.002895709,11.40533573,9.923419843,0.134070692,0.436445157,0.275236059
302.94,9.002081995,11.40486143,9.922708956,0.134097105,0.436533136,0.275270548
302.95,9.001268356,11.40438708,9.921998134,0.134123469,0.43662096,0.27530494
302.96,9.000454792,11.40391271,9.921287375,0.134149784,0.436708628,0.275339235
302.97,8.999641303,11.40343829,9.92057668,0.13417605,0.436796141,0.275373433
302.98,8.998827888,11.40296384,9.91986605,0.134202267,0.4368835,0.275407534
302.99,8.998014548,11.40248935,9.919155484,0.134228435,0.436970703,0.275441539
303,8.997201283,11.40201482,9.918444983,0.134254555,0.437057752,0.275475446
303.01,8.996388094,11.40154026,9.917734546,0.134280625,0.437144647,0.275509258
303.02,8.995574979,11.40106566,9.917024173,0.134306647,0.437231388,0.275542972
303.03,8.994761939,11.40059102,9.916313864,0.13433262,0.437317974,0.275576591
303.04,8.993948974,11.40011635,9.91560362,0.134358545,0.437404407,0.275610114
303.05,8.993136084,11.39964164,9.91489344,0.134384421,0.437490686,0.27564354
303.06,8.992323269,11.39916689,9.914183325,0.134410248,0.437576811,0.275676871
303.07,8.991510529,11.39869211,9.913473275,0.134436027,0.437662783,0.275710105
303.08,8.990697864,11.3982173,9.912763288,0.134461758,0.437748602,0.275743245
303.09,8.989885274,11.39774244,9.912053367,0.13448744,0.437834267,0.275776288
303.1,8.98907276,11.39726756,9.91134351,0.134513074,0.43791978,0.275809237
303.11,8.98826032,11.39679263,9.910633717,0.134538659,0.43800514,0.27584209
303.12,8.987447956,11.39631767,9.909923989,0.134564197,0.438090347,0.275874848
303.13,8.986635667,11.39584268,9.909214326,0.134589686,0.438175402,0.275907511
303.14,8.985823453,11.39536765,9.908504728,0.134615127,0.438260304,0.275940079
303.15,8.985011314,11.39489258,9.907795194,0.13464052,0.438345055,0.275972552
303.16,8.98419925,11.39441748,9.907085725,0.134665865,0.438429653,0.276004931
303.17,8.983387262,11.39394235,9.906376321,0.134691162,0.4385141,0.276037215
303.18,8.982575349,11.39346718,9.905666981,0.13471641,0.438598394,0.276069404
303.19,8.981763511,11.39299198,9.904957706,0.134741611,0.438682538,0.2761015
303.2,8.980951748,11.39251674,9.904248496,0.134766765,0.43876653,0.276133501
303.21,8.980140061,11.39204147,9.903539351,0.13479187,0.438850371,0.276165408
303.22,8.979328449,11.39156616,9.902830271,0.134816928,0.438934061,0.276197222
303.23,8.978516913,11.39109082,9.902121256,0.134841938,0.4390176,0.276228941
303.24,8.977705452,11.39061545,9.901412306,0.1348669,0.439100988,0.276260567
303.25,8.976894066,11.39014004,9.90070342,0.134891815,0.439184226,0.276292099
303.26,8.976082756,11.38966459,9.8999946,0.134916682,0.439267314,0.276323538
303.27,8.975271521,11.38918912,9.899285844,0.134941501,0.439350251,0.276354884
303.28,8.974460361,11.38871361,9.898577154,0.134966273,0.439433038,0.276386136
303.29,8.973649277,11.38823807,9.897868529,0.134990998,0.439515676,0.276417296
303.3,8.972838269,11.38776249,9.897159969,0.135015676,0.439598163,0.276448362
303.31,8.972027336,11.38728688,9.896451473,0.135040306,0.439680501,0.276479336
303.32,8.971216478,11.38681124,9.895743043,0.135064888,0.43976269,0.276510217
303.33,8.970405696,11.38633557,9.895034678,0.135089424,0.439844729,0.276541005
303.34,8.96959499,11.38585986,9.894326379,0.135113912,0.439926619,0.276571701
303.35,8.968784359,11.38538412,9.893618144,0.135138354,0.44000836,0.276602304
303.36,8.967973804,11.38490835,9.892909975,0.135162748,0.440089953,0.276632816
303.37,8.967163324,11.38443254,9.892201871,0.135187095,0.440171397,0.276663235
303.38,8.966352921,11.38395671,9.891493832,0.135211395,0.440252692,0.276693562
303.39,8.965542592,11.38348084,9.890785859,0.135235648,0.440333839,0.276723797
303.4,8.96473234,11.38300494,9.890077951,0.135259855,0.440414838,0.276753941
303.41,8.963922163,11.382529,9.889370108,0.135284014,0.440495688,0.276783993
303.42,8.963112061,11.38205304,9.88866233,0.135308127,0.440576391,0.276813954
303.43,8.962302036,11.38157704,9.887954618,0.135332193,0.440656946,0.276843823
303.44,8.961492086,11.38110101,9.887246972,0.135356212,0.440737354,0.276873601
303.45,8.960682212,11.38062495,9.88653939,0.135380185,0.440817614,0.276903287
303.46,8.959872414,11.38014886,9.885831875,0.135404111,0.440897727,0.276932883
303.47,8.959062691,11.37967274,9.885124424,0.13542799,0.440977693,0.276962388
303.48,8.958253044,11.37919659,9.88441704,0.135451823,0.441057512,0.276991802
303.49,8.957443474,11.3787204,9.88370972,0.13547561,0.441137184,0.277021125
303.5,8.956633979,11.37824419,9.883002467,0.13549935,0.44121671,0.277050358
303.51,8.955824559,11.37776794,9.882295279,0.135523043,0.441296089,0.2770795
303.52,8.955015216,11.37729167,9.881588156,0.135546691,0.441375322,0.277108552
303.53,8.954205949,11.37681536,9.880881099,0.135570292,0.441454409,0.277137514
303.54,8.953396757,11.37633902,9.880174108,0.135593847,0.441533349,0.277166385
303.55,8.952587642,11.37586265,9.879467182,0.135617355,0.441612144,0.277195167
303.56,8.951778602,11.37538626,9.878760322,0.135640818,0.441690793,0.277223859
303.57,8.950969638,11.37490983,9.878053528,0.135664234,0.441769297,0.277252461
303.58,8.950160751,11.37443337,9.877346799,0.135687605,0.441847655,0.277280973
303.59,8.949351939,11.37395688,9.876640137,0.135710929,0.441925868,0.277309396
303.6,8.948543203,11.37348037,9.87593354,0.135734208,0.442003936,0.27733773
303.61,8.947734544,11.37300382,9.875227008,0.13575744,0.442081859,0.277365974
303.62,8.94692596,11.37252724,9.874520543,0.135780627,0.442159637,0.277394129
303.63,8.946117453,11.37205064,9.873814143,0.135803768,0.442237271,0.277422195
303.64,8.945309021,11.371574,9.87310781,0.135826863,0.44231476,0.277450173
303.65,8.944500666,11.37109734,9.872401542,0.135849912,0.442392104,0.277478061
303.66,8.943692386,11.37062064,9.87169534,0.135872916,0.442469305,0.277505861
303.67,8.942884183,11.37014392,9.870989204,0.135895874,0.442546362,0.277533572
303.68,8.942076056,11.36966717,9.870283134,0.135918787,0.442623274,0.277561194
303.69,8.941268005,11.36919039,9.86957713,0.135941654,0.442700043,0.277588729
303.7,8.940460031,11.36871358,9.868871192,0.135964475,0.442776669,0.277616175
303.71,8.939652132,11.36823675,9.868165319,0.135987252,0.442853151,0.277643533
303.72,8.93884431,11.36775988,9.867459513,0.136009982,0.44292949,0.277670803
303.73,8.938036564,11.36728299,9.866753773,0.136032668,0.443005685,0.277697985
303.74,8.937228894,11.36680607,9.866048099,0.136055308,0.443081738,0.277725079
303.75,8.936421301,11.36632912,9.865342491,0.136077903,0.443157648,0.277752086
303.76,8.935613784,11.36585214,9.86463695,0.136100452,0.443233415,0.277779005
303.77,8.934806343,11.36537514,9.863931474,0.136122957,0.44330904,0.277805836
303.78,8.933998978,11.3648981,9.863226064,0.136145416,0.443384522,0.277832581
303.79,8.93319169,11.36442104,9.862520721,0.13616783,0.443459863,0.277859238
303.8,8.932384478,11.36394396,9.861815444,0.136190199,0.443535061,0.277885808
303.81,8.931577342,11.36346684,9.861110233,0.136212524,0.443610117,0.277912291
303.82,8.930770283,11.3629897,9.860405088,0.136234803,0.443685032,0.277938687
303.83,8.9299633,11.36251253,9.85970001,0.136257037,0.443759804,0.277964996
303.84,8.929156393,11.36203533,9.858994998,0.136279227,0.443834436,0.277991219
303.85,8.928349563,11.36155811,9.858290052,0.136301372,0.443908926,0.278017355
303.86,8.927542809,11.36108086,9.857585172,0.136323472,0.443983275,0.278043405
303.87,8.926736132,11.36060359,9.856880359,0.136345527,0.444057483,0.278069369
303.88,8.925929531,11.36012628,9.856175612,0.136367538,0.44413155,0.278095246
303.89,8.925123007,11.35964895,9.855470932,0.136389504,0.444205477,0.278121037
303.9,8.924316559,11.3591716,9.854766317,0.136411425,0.444279263,0.278146743
303.91,8.923510188,11.35869421,9.85406177,0.136433302,0.444352908,0.278172362
303.92,8.922703893,11.35821681,9.853357288,0.136455135,0.444426413,0.278197896
303.93,8.921897675,11.35773937,9.852652874,0.136476923,0.444499779,0.278223344
303.94,8.921091533,11.35726191,9.851948525,0.136498667,0.444573004,0.278248707
303.95,8.920285468,11.35678443,9.851244243,0.136520366,0.444646089,0.278273984
303.96,8.91947948,11.35630691,9.850540028,0.136542021,0.444719035,0.278299176
303.97,8.918673568,11.35582938,9.849835879,0.136563632,0.444791841,0.278324282
303.98,8.917867732,11.35535181,9.849131797,0.136585198,0.444864508,0.278349304
303.99,8.917061974,11.35487423,9.848427781,0.136606721,0.444937035,0.278374241
304,8.916256292,11.35439661,9.847723832,0.136628199,0.445009424,0.278399093
304.01,8.915450686,11.35391898,9.847019949,0.136649633,0.445081673,0.27842386
304.02,8.914645157,11.35344131,9.846316133,0.136671023,0.445153784,0.278448542
304.03,8.913839705,11.35296362,9.845612384,0.13669237,0.445225756,0.27847314
304.04,8.91303433,11.35248591,9.844908702,0.136713672,0.44529759,0.278497654
304.05,8.912229031,11.35200817,9.844205086,0.13673493,0.445369285,0.278522083
304.06,8.911423809,11.35153041,9.843501536,0.136756145,0.445440842,0.278546428
304.07,8.910618664,11.35105262,9.842798054,0.136777315,0.445512261,0.278570689
304.08,8.909813596,11.35057481,9.842094638,0.136798442,0.445583543,0.278594866
304.09,8.909008604,11.35009698,9.841391289,0.136819525,0.445654686,0.278618959
304.1,8.908203689,11.34961912,9.840688007,0.136840565,0.445725692,0.278642969
304.11,8.907398851,11.34914124,9.839984791,0.136861561,0.44579656,0.278666894
304.12,8.90659409,11.34866333,9.839281642,0.136882513,0.445867291,0.278690737
304.13,8.905789405,11.3481854,9.83857856,0.136903422,0.445937885,0.278714495
304.14,8.904984798,11.34770744,9.837875545,0.136924287,0.446008342,0.278738171
304.15,8.904180267,11.34722946,9.837172597,0.136945109,0.446078662,0.278761763
304.16,8.903375813,11.34675146,9.836469716,0.136965888,0.446148845,0.278785272
304.17,8.902571436,11.34627343,9.835766901,0.136986623,0.446218891,0.278808699
304.18,8.901767136,11.34579539,9.835064154,0.137007315,0.446288801,0.278832042
304.19,8.900962913,11.34531731,9.834361473,0.137027963,0.446358575,0.278855303
304.2,8.900158767,11.34483922,9.83365886,0.137048568,0.446428213,0.278878481
304.21,8.899354697,11.3443611,9.832956313,0.13706913,0.446497714,0.278901576
304.22,8.898550705,11.34388296,9.832253833,0.137089649,0.44656708,0.278924589
304.23,8.897746789,11.3434048,9.831551421,0.137110125,0.44663631,0.27894752
304.24,8.896942951,11.34292661,9.830849075,0.137130558,0.446705405,0.278970368
304.25,8.89613919,11.3424484,9.830146796,0.137150948,0.446774364,0.278993134
304.26,8.895335505,11.34197017,9.829444585,0.137171295,0.446843187,0.279015818
304.27,8.894531898,11.34149192,9.82874244,0.137191598,0.446911876,0.279038421
304.28,8.893728367,11.34101364,9.828040363,0.137211859,0.446980429,0.279060941
304.29,8.892924914,11.34053534,9.827338352,0.137232078,0.447048848,0.27908338
304.3,8.892121538,11.34005702,9.826636409,0.137252253,0.447117132,0.279105737
304.31,8.891318239,11.33957868,9.825934533,0.137272386,0.447185281,0.279128013
304.32,8.890515016,11.33910032,9.825232724,0.137292476,0.447253296,0.279150208
304.33,8.889711871,11.33862193,9.824530982,0.137312523,0.447321177,0.279172321
304.34,8.888908803,11.33814352,9.823829307,0.137332528,0.447388923,0.279194353
304.35,8.888105813,11.33766509,9.8231277,0.13735249,0.447456535,0.279216304
304.36,8.887302899,11.33718664,9.82242616,0.137372409,0.447524014,0.279238174
304.37,8.886500062,11.33670817,9.821724687,0.137392286,0.447591359,0.279259963
304.38,8.885697303,11.33622968,9.821023281,0.137412121,0.44765857,0.279281671
304.39,8.884894621,11.33575117,9.820321942,0.137431913,0.447725648,0.279303299
304.4,8.884092016,11.33527263,9.819620671,0.137451663,0.447792592,0.279324847
304.41,8.883289488,11.33479408,9.818919467,0.137471371,0.447859404,0.279346313
304.42,8.882487038,11.3343155,9.818218331,0.137491036,0.447926082,0.2793677
304.43,8.881684664,11.3338369,9.817517261,0.137510659,0.447992627,0.279389006
304.44,8.880882368,11.33335829,9.81681626,0.13753024,0.44805904,0.279410233
304.45,8.880080149,11.33287965,9.816115325,0.137549778,0.44812532,0.279431379
304.46,8.879278008,11.33240099,9.815414458,0.137569275,0.448191467,0.279452445
304.47,8.878475944,11.33192231,9.814713658,0.13758873,0.448257483,0.279473432
304.48,8.877673956,11.33144361,9.814012926,0.137608142,0.448323366,0.279494339
304.49,8.876872047,11.33096489,9.813312261,0.137627513,0.448389117,0.279515166
304.5,8.876070214,11.33048615,9.812611663,0.137646842,0.448454736,0.279535914
304.51,8.875268459,11.33000739,9.811911133,0.137666128,0.448520223,0.279556582
304.52,8.874466782,11.32952862,9.81121067,0.137685373,0.448585579,0.279577172
304.53,8.873665181,11.32904982,9.810510275,0.137704576,0.448650803,0.279597682
304.54,8.872863658,11.328571,9.809809948,0.137723738,0.448715896,0.279618113
304.55,8.872062213,11.32809216,9.809109687,0.137742858,0.448780858,0.279638465
304.56,8.871260844,11.32761331,9.808409495,0.137761936,0.448845689,0.279658738
304.57,8.870459553,11.32713443,9.80770937,0.137780972,0.448910389,0.279678932
304.58,8.86965834,11.32665554,9.807009312,0.137799967,0.448974958,0.279699048
304.59,8.868857204,11.32617662,9.806309322,0.13781892,0.449039396,0.279719085
304.6,8.868056145,11.32569769,9.8056094,0.137837832,0.449103704,0.279739044
304.61,8.867255164,11.32521874,9.804909545,0.137856702,0.449167881,0.279758925
304.62,8.866454261,11.32473977,9.804209758,0.137875531,0.449231928,0.279778727
304.63,8.865653434,11.32426078,9.803510039,0.137894319,0.449295845,0.279798451
304.64,8.864852686,11.32378177,9.802810387,0.137913065,0.449359633,0.279818097
304.65,8.864052015,11.32330275,9.802110803,0.13793177,0.44942329,0.279837666
304.66,8.863251421,11.3228237,9.801411286,0.137950433,0.449486818,0.279857156
304.67,8.862450905,11.32234464,9.800711837,0.137969056,0.449550216,0.279876569
304.68,8.861650466,11.32186556,9.800012456,0.137987637,0.449613485,0.279895904
304.69,8.860850105,11.32138646,9.799313143,0.138006177,0.449676624,0.279915161
304.7,8.860049821,11.32090734,9.798613897,0.138024676,0.449739634,0.279934341
304.71,8.859249615,11.32042821,9.797914719,0.138043134,0.449802516,0.279953444
304.72,8.858449487,11.31994906,9.797215609,0.138061552,0.449865268,0.27997247
304.73,8.857649436,11.31946989,9.796516566,0.138079928,0.449927892,0.279991418
304.74,8.856849463,11.3189907,9.795817592,0.138098263,0.449990387,0.28001029
304.75,8.856049567,11.31851149,9.795118685,0.138116557,0.450052754,0.280029084
304.76,8.855249749,11.31803227,9.794419846,0.138134811,0.450114993,0.280047802
304.77,8.854450009,11.31755303,9.793721075,0.138153023,0.450177103,0.280066443
304.78,8.853650346,11.31707377,9.793022371,0.138171195,0.450239085,0.280085008
304.79,8.852850761,11.3165945,9.792323736,0.138189327,0.450300939,0.280103496
304.8,8.852051253,11.31611521,9.791625168,0.138207417,0.450362666,0.280121907
304.81,8.851251824,11.3156359,9.790926668,0.138225467,0.450424265,0.280140243
304.82,8.850452472,11.31515658,9.790228237,0.138243477,0.450485737,0.280158502
304.83,8.849653197,11.31467724,9.789529873,0.138261446,0.450547081,0.280176685
304.84,8.848854001,11.31419788,9.788831577,0.138279374,0.450608298,0.280194792
304.85,8.848054882,11.31371851,9.788133349,0.138297262,0.450669387,0.280212823
304.86,8.84725584,11.31323912,9.787435188,0.13831511,0.45073035,0.280230778
304.87,8.846456877,11.31275971,9.786737096,0.138332917,0.450791186,0.280248658
304.88,8.845657991,11.31228029,9.786039072,0.138350684,0.450851896,0.280266462
304.89,8.844859183,11.31180085,9.785341116,0.13836841,0.450912479,0.28028419
304.9,8.844060453,11.31132139,9.784643228,0.138386097,0.450972935,0.280301843
