time_total,Glucose_max,Glucose_min,Glucose_opt,Insulin_max,Insulin_min,Insulin_opt
2.74,5.466267852,5.36499014,0.431116885,0.493454396,0.204930834,0.431116885
2.75,5.466088089,5.364445248,0.432437917,0.49488543,0.205583991,0.432437917
2.76,5.465907927,5.363900007,0.433757167,0.49631397,0.206236469,0.433757167
2.77,5.465727369,5.363354415,0.435074634,0.497740017,0.206888266,0.435074634
2.78,5.465546413,5.362808475,0.436390321,0.499163577,0.207539384,0.436390321
2.79,5.465365061,5.362262185,0.437704231,0.500584653,0.208189824,0.437704231
2.8,5.465183313,5.361715548,0.439016363,0.502003248,0.208839586,0.439016363
2.81,5.46500117,5.361168564,0.440326721,0.503419366,0.209488669,0.440326721
2.82,5.464818631,5.360621232,0.441635305,0.50483301,0.210137076,0.441635305
2.83,5.464635698,5.360073555,0.442942118,0.506244185,0.210784807,0.442942118
2.84,5.46445237,5.359525532,0.444247162,0.507652894,0.211431861,0.444247162
2.85,5.464268648,5.358977164,0.445550437,0.509059141,0.21207824,0.445550437
2.86,5.464084533,5.358428452,0.446851946,0.510462929,0.212723944,0.446851946
2.87,5.463900025,5.357879396,0.44815169,0.511864262,0.213368973,0.44815169
2.88,5.463715124,5.357329997,0.449449672,0.513263143,0.214013329,0.449449672
2.89,5.463529831,5.356780256,0.450745892,0.514659576,0.214657012,0.450745892
2.9,5.463344147,5.356230173,0.452040354,0.516053565,0.215300021,0.452040354
2.91,5.463158071,5.355679748,0.453333057,0.517445114,0.215942359,0.453333057
2.92,5.462971604,5.355128983,0.454624004,0.518834226,0.216584024,0.454624004
2.93,5.462784747,5.354577878,0.455913197,0.520220904,0.217225019,0.455913197
2.94,5.4625975,5.354026433,0.457200638,0.521605153,0.217865343,0.457200638
2.95,5.462409863,5.353474649,0.458486328,0.522986975,0.218504996,0.458486328
2.96,5.462221837,5.352922527,0.459770269,0.524366375,0.219143981,0.459770269
2.97,5.462033423,5.352370068,0.461052462,0.525743357,0.219782296,0.461052462
2.98,5.46184462,5.351817271,0.46233291,0.527117923,0.220419943,0.46233291
2.99,5.461655429,5.351264139,0.463611613,0.528490077,0.221056921,0.463611613
3,5.461465851,5.35071067,0.464888575,0.529859823,0.221693233,0.464888575
3.01,5.461275886,5.350156866,0.466163796,0.531227165,0.222328877,0.466163796
3.02,5.461085535,5.349602728,0.467437279,0.532592106,0.222963856,0.467437279
3.03,5.460894797,5.349048255,0.468709024,0.53395465,0.223598168,0.468709024
3.04,5.460703674,5.348493449,0.469979034,0.5353148,0.224231815,0.469979034
3.05,5.460512165,5.347938311,0.471247311,0.53667256,0.224864798,0.471247311
3.06,5.460320272,5.34738284,0.472513856,0.538027933,0.225497116,0.472513856
3.07,5.460127995,5.346827037,0.47377867,0.539380924,0.226128771,0.47377867
3.08,5.459935333,5.346270904,0.475041757,0.540731535,0.226759763,0.475041757
3.09,5.459742288,5.34571444,0.476303116,0.54207977,0.227390092,0.476303116
3.1,5.45954886,5.345157647,0.477562751,0.543425633,0.22801976,0.477562751
3.11,5.459355049,5.344600524,0.478820662,0.544769128,0.228648766,0.478820662
3.12,5.459160856,5.344043073,0.480076852,0.546110258,0.229277111,0.480076852
