time_total,time_GTT,H1_G_opt,H1_G_min,H1_G_max,H2_G_opt,H2_G_min,H2_G_max,Glycemic_level
288.87,,,10.0510906,10.1442651,,10.10524333,10.16658003,
288.88,,,10.04921651,10.14339879,,10.10394781,10.16596448,
288.89,,,10.04734388,10.14253274,,10.10265292,10.16534908,
288.9,,,10.0454727,10.14166696,,10.10135866,10.16473385,
288.91,,,10.04360296,10.14080145,,10.10006504,10.16411876,
288.92,,,10.04173466,10.1399362,,10.09877205,10.16350384,
288.93,,,10.03986779,10.13907121,,10.09747968,10.16288906,
288.94,,,10.03800234,10.13820649,,10.09618794,10.16227445,
288.95,,,10.03613832,10.13734203,,10.09489682,10.16165998,
288.96,,,10.03427571,10.13647783,,10.09360632,10.16104567,
288.97,,,10.03241451,10.13561389,,10.09231644,10.16043151,
288.98,,,10.03055471,10.13475021,,10.09102718,10.1598175,
288.99,,,10.02869632,10.13388679,,10.08973853,10.15920364,
289,,,10.02683931,10.13302363,,10.08845049,10.15858993,
289.01,,,10.0249837,10.13216072,,10.08716307,10.15797637,
289.02,,,10.02312947,10.13129807,,10.08587625,10.15736297,
289.03,,,10.02127661,10.13043567,,10.08459004,10.15674971,
289.04,,,10.01942513,10.12957353,,10.08330443,10.1561366,
289.05,,,10.01757502,10.12871164,,10.08201942,10.15552364,
289.06,,,10.01572627,10.12785001,,10.08073502,10.15491083,
289.07,,,10.01387888,10.12698863,,10.07945121,10.15429816,
289.08,,,10.01203285,10.1261275,,10.078168,10.15368564,
289.09,,,10.01018816,10.12526662,,10.07688539,10.15307327,
289.1,,,10.00834482,10.12440599,,10.07560337,10.15246105,
289.11,,,10.00650283,10.12354561,,10.07432194,10.15184897,
289.12,,,10.00466216,10.12268549,,10.07304111,10.15123704,
289.13,,,10.00282284,10.1218256,,10.07176086,10.15062525,
289.14,,,10.00098484,10.12096597,,10.0704812,10.15001361,
289.15,,,9.999148163,10.12010659,,10.06920212,10.14940211,
289.16,,,9.997312809,10.11924745,,10.06792363,10.14879076,
289.17,,,9.995478771,10.11838855,,10.06664572,10.14817955,
289.18,,,9.993646046,10.1175299,,10.06536839,10.14756849,
289.19,,,9.99181463,10.1166715,,10.06409164,10.14695757,
289.2,,,9.989984519,10.11581334,,10.06281547,10.14634679,
289.21,,,9.988155709,10.11495543,,10.06153988,10.14573615,
289.22,,,9.986328197,10.11409775,,10.06026486,10.14512565,
289.23,,,9.984501979,10.11324032,,10.05899041,10.1445153,
289.24,,,9.982677051,10.11238314,,10.05771654,10.14390509,
289.25,,,9.980853411,10.11152619,,10.05644323,10.14329502,
289.26,,,9.979031054,10.11066949,,10.0551705,10.14268509,
