time_total,time_GTT,H1_G_opt,H1_G_min,H1_G_max,H1_I_opt,H1_I_min,H1_I_max,H2_G_opt,H2_G_min,H2_G_max,H2_I_opt,H2_I_min,H2_I_max,Glycemic_level
75.48,,4.712845347,4.685581609,4.943242621,0.830550215,0.71958262,0.936115468,4.728541986,4.730340445,4.86060027,0.79484093,0.731848284,0.957279489,
75.49,,4.71256852,4.685291697,4.943036265,0.830544788,0.719523174,0.936054598,4.728274806,4.730075351,4.860374372,0.794827462,0.731835604,0.957205605,
75.5,,4.71229171,4.685001806,4.942829921,0.830539257,0.719463649,0.93599362,4.728007642,4.729810275,4.860148487,0.794813895,0.731822834,0.957131615,
75.51,,4.712014916,4.684711936,4.942623587,0.830533621,0.719404045,0.935932532,4.727740494,4.729545215,4.859922614,0.79480023,0.731809973,0.957057517,
75.52,,4.711738138,4.684422085,4.942417265,0.830527882,0.719344363,0.935871336,4.727473362,4.729280172,4.859696754,0.794786466,0.731797023,0.956983312,
75.53,,4.711461377,4.684132255,4.942210955,0.830522038,0.719284602,0.935810032,4.727206245,4.729015146,4.859470907,0.794772604,0.731783982,0.956909001,
75.54,,4.711184632,4.683842445,4.942004655,0.830516091,0.719224762,0.935748619,4.726939145,4.728750136,4.859245073,0.794758644,0.731770852,0.956834583,
75.55,,4.710907903,4.683552655,4.941798367,0.830510039,0.719164844,0.935687097,4.72667206,4.728485144,4.859019252,0.794744585,0.731757631,0.956760059,
75.56,,4.71063119,4.683262886,4.94159209,0.830503885,0.719104847,0.935625467,4.726404991,4.728220168,4.858793444,0.794730428,0.731744321,0.956685428,
75.57,,4.710354494,4.682973137,4.941385824,0.830497626,0.719044772,0.935563729,4.726137938,4.727955209,4.858567648,0.794716173,0.731730921,0.956610691,
75.58,,4.710077814,4.682683408,4.94117957,0.830491264,0.718984619,0.935501883,4.725870901,4.727690267,4.858341865,0.79470182,0.731717431,0.956535848,
75.59,,4.709801151,4.6823937,4.940973327,0.830484799,0.718924388,0.93543993,4.72560388,4.727425342,4.858116095,0.79468737,0.731703852,0.956460899,
75.6,,4.709524504,4.682104011,4.940767095,0.83047823,0.718864079,0.935377868,4.725336875,4.727160433,4.857890338,0.794672821,0.731690184,0.956385843,
75.61,,4.709247873,4.681814344,4.940560875,0.830471558,0.718803692,0.935315698,4.725069885,4.726895542,4.857664594,0.794658174,0.731676425,0.956310683,
75.62,,4.708971258,4.681524696,4.940354666,0.830464782,0.718743227,0.935253421,4.724802912,4.726630667,4.857438862,0.79464343,0.731662578,0.956235416,
75.63,,4.70869466,4.681235069,4.940148468,0.830457904,0.718682684,0.935191037,4.724535954,4.726365809,4.857213144,0.794628588,0.731648641,0.956160044,
75.64,,4.708418078,4.680945462,4.939942281,0.830450923,0.718622064,0.935128545,4.724269012,4.726100968,4.856987438,0.794613649,0.731634616,0.956084566,
75.65,,4.708141512,4.680655875,4.939736106,0.830443838,0.718561366,0.935065946,4.724002086,4.725836144,4.856761745,0.794598612,0.731620501,0.956008983,
75.66,,4.707864963,4.680366309,4.939529943,0.830436651,0.718500591,0.93500324,4.723735177,4.725571336,4.856536065,0.794583478,0.731606296,0.955933295,
75.67,,4.70758843,4.680076763,4.93932379,0.830429361,0.718439738,0.934940426,4.723468282,4.725306545,4.856310398,0.794568246,0.731592003,0.955857502,
75.68,,4.707311913,4.679787238,4.939117649,0.830421968,0.718378808,0.934877506,4.723201404,4.725041772,4.856084744,0.794552918,0.731577622,0.955781604,
75.69,,4.707035413,4.679497733,4.93891152,0.830414473,0.718317801,0.934814479,4.722934542,4.724777015,4.855859102,0.794537492,0.731563151,0.955705601,
75.7,,4.706758929,4.679208248,4.938705401,0.830406875,0.718256716,0.934751345,4.722667696,4.724512274,4.855633474,0.794521969,0.731548591,0.955629493,
75.71,,4.706482462,4.678918784,4.938499294,0.830399174,0.718195555,0.934688105,4.722400865,4.724247551,4.855407858,0.794506349,0.731533943,0.955553281,
75.72,,4.706206011,4.67862934,4.938293199,0.830391371,0.718134316,0.934624758,4.722134051,4.723982845,4.855182255,0.794490633,0.731519206,0.955476964,
75.73,,4.705929576,4.678339917,4.938087115,0.830383466,0.718073001,0.934561305,4.721867252,4.723718155,4.854956665,0.794474819,0.731504381,0.955400543,
75.74,,4.705653157,4.678050514,4.937881042,0.830375459,0.718011609,0.934497746,4.721600469,4.723453482,4.854731088,0.794458909,0.731489467,0.955324017,
75.75,,4.705376755,4.677761131,4.937674981,0.830367349,0.717950141,0.93443408,4.721333702,4.723188826,4.854505524,0.794442902,0.731474465,0.955247387,
75.76,,4.70510037,4.677471769,4.937468931,0.830359138,0.717888595,0.934370308,4.721066951,4.722924187,4.854279973,0.794426799,0.731459375,0.955170654,
75.77,,4.704824001,4.677182427,4.937262892,0.830350824,0.717826973,0.934306431,4.720800216,4.722659565,4.854054434,0.794410599,0.731444196,0.955093816,
75.78,,4.704547648,4.676893105,4.937056865,0.830342409,0.717765275,0.934242448,4.720533497,4.72239496,4.853828909,0.794394303,0.73142893,0.955016875,
75.79,,4.704271311,4.676603804,4.93685085,0.830333892,0.717703501,0.934178359,4.720266794,4.722130371,4.853603396,0.79437791,0.731413575,0.95493983,
75.8,,4.703994991,4.676314524,4.936644846,0.830325273,0.71764165,0.934114164,4.720000107,4.7218658,4.853377896,0.794361421,0.731398132,0.954862681,
75.81,,4.703718688,4.676025264,4.936438853,0.830316552,0.717579723,0.934049864,4.719733436,4.721601245,4.853152409,0.794344836,0.731382601,0.954785429,
75.82,,4.7034424,4.675736024,4.936232872,0.83030773,0.71751772,0.933985459,4.71946678,4.721336707,4.852926935,0.794328155,0.731366982,0.954708074,
75.83,,4.703166129,4.675446805,4.936026902,0.830298806,0.717455641,0.933920948,4.719200141,4.721072186,4.852701474,0.794311378,0.731351276,0.954630615,
75.84,,4.702889875,4.675157606,4.935820943,0.830289781,0.717393486,0.933856332,4.718933517,4.720807682,4.852476026,0.794294505,0.731335482,0.954553054,
75.85,,4.702613637,4.674868428,4.935614996,0.830280654,0.717331256,0.933791612,4.71866691,4.720543194,4.852250591,0.794277536,0.7313196,0.954475389,
75.86,,4.702337416,4.67457927,4.935409061,0.830271427,0.71726895,0.933726786,4.718400318,4.720278724,4.852025169,0.794260472,0.731303631,0.954397621,
75.87,,4.70206121,4.674290133,4.935203137,0.830262098,0.717206568,0.933661855,4.718133743,4.72001427,4.851799759,0.794243311,0.731287574,0.954319751,
75.88,,4.701785022,4.674001016,4.934997225,0.830252668,0.71714411,0.93359682,4.717867183,4.719749833,4.851574363,0.794226056,0.731271429,0.954241778,
75.89,,4.70150885,4.67371192,4.934791324,0.830243137,0.717081577,0.93353168,4.717600639,4.719485414,4.851348979,0.794208704,0.731255198,0.954163703,
75.9,,4.701232694,4.673422844,4.934585434,0.830233505,0.717018969,0.933466436,4.717334111,4.719221011,4.851123609,0.794191257,0.731238879,0.954085525,
75.91,,4.700956554,4.673133789,4.934379556,0.830223772,0.716956286,0.933401087,4.7170676,4.718956624,4.850898251,0.794173715,0.731222473,0.954007245,
75.92,,4.700680432,4.672844754,4.93417369,0.830213939,0.716893527,0.933335635,4.716801104,4.718692255,4.850672906,0.794156078,0.73120598,0.953928863,
75.93,,4.700404325,4.67255574,4.933967835,0.830204004,0.716830693,0.933270078,4.716534624,4.718427903,4.850447574,0.794138345,0.731189399,0.953850378,
75.94,,4.700128235,4.672266746,4.933761991,0.830193969,0.716767785,0.933204416,4.71626816,4.718163567,4.850222255,0.794120517,0.731172732,0.953771792,
75.95,,4.699852162,4.671977773,4.933556159,0.830183834,0.716704801,0.933138651,4.716001712,4.717899249,4.849996949,0.794102595,0.731155978,0.953693104,
75.96,,4.699576105,4.671688821,4.933350339,0.830173598,0.716641742,0.933072783,4.71573528,4.717634947,4.849771656,0.794084577,0.731139137,0.953614314,
75.97,,4.699300064,4.671399888,4.93314453,0.830163262,0.716578609,0.93300681,4.715468863,4.717370662,4.849546376,0.794066464,0.731122209,0.953535423,
75.98,,4.69902404,4.671110977,4.932938733,0.830152825,0.716515401,0.932940734,4.715202463,4.717106394,4.849321109,0.794048257,0.731105195,0.95345643,
75.99,,4.698748032,4.670822086,4.932732947,0.830142289,0.716452119,0.932874554,4.714936079,4.716842143,4.849095855,0.794029954,0.731088094,0.953377336,
76,,4.698472041,4.670533216,4.932527173,0.830131652,0.716388762,0.932808271,4.714669711,4.716577909,4.848870614,0.794011558,0.731070906,0.95329814,
76.01,,4.698196067,4.670244366,4.93232141,0.830120915,0.716325331,0.932741885,4.714403359,4.716313692,4.848645386,0.793993066,0.731053632,0.953218844,
76.02,,4.697920108,4.669955537,4.932115659,0.830110078,0.716261825,0.932675396,4.714137022,4.716049491,4.84842017,0.79397448,0.731036271,0.953139446,
76.03,,4.697644167,4.669666728,4.93190992,0.830099141,0.716198246,0.932608803,4.713870702,4.715785308,4.848194968,0.7939558,0.731018825,0.953059948,
76.04,,4.697368242,4.66937794,4.931704192,0.830088105,0.716134592,0.932542108,4.713604398,4.715521141,4.847969778,0.793937026,0.731001292,0.952980348,
76.05,,4.697092333,4.669089172,4.931498475,0.830076969,0.716070864,0.93247531,4.71333811,4.715256992,4.847744602,0.793918157,0.730983672,0.952900648,
76.06,,4.696816441,4.668800426,4.931292771,0.830065733,0.716007062,0.932408409,4.713071837,4.714992859,4.847519439,0.793899194,0.730965967,0.952820848,
76.07,,4.696540565,4.668511699,4.931087077,0.830054397,0.715943186,0.932341405,4.712805581,4.714728743,4.847294288,0.793880136,0.730948176,0.952740947,
76.08,,4.696264706,4.668222994,4.930881396,0.830042962,0.715879237,0.932274299,4.712539341,4.714464644,4.847069151,0.793860985,0.730930299,0.952660946,
76.09,,4.695988864,4.667934309,4.930675726,0.830031428,0.715815213,0.932207091,4.712273116,4.714200562,4.846844026,0.79384174,0.730912335,0.952580844,
76.1,,4.695713037,4.667645644,4.930470068,0.830019794,0.715751117,0.93213978,4.712006908,4.713936497,4.846618914,0.793822401,0.730894286,0.952500642,
76.11,,4.695437228,4.667357001,4.930264421,0.830008061,0.715686946,0.932072367,4.711740716,4.713672449,4.846393816,0.793802969,0.730876152,0.952420341,
76.12,,4.695161435,4.667068378,4.930058786,0.829996229,0.715622703,0.932004852,4.711474539,4.713408417,4.84616873,0.793783442,0.730857931,0.952339939,
76.13,,4.694885659,4.666779775,4.929853162,0.829984297,0.715558385,0.931937235,4.711208379,4.713144403,4.845943658,0.793763822,0.730839625,0.952259438,
76.14,,4.694609899,4.666491193,4.929647551,0.829972267,0.715493995,0.931869516,4.710942235,4.712880405,4.845718598,0.793744109,0.730821234,0.952178837,
76.15,,4.694334155,4.666202632,4.92944195,0.829960138,0.715429532,0.931801696,4.710676106,4.712616425,4.845493551,0.793724302,0.730802757,0.952098137,
76.16,,4.694058429,4.665914092,4.929236362,0.82994791,0.715364995,0.931733774,4.710409994,4.712352461,4.845268518,0.793704401,0.730784194,0.952017337,
76.17,,4.693782718,4.665625572,4.929030785,0.829935583,0.715300385,0.93166575,4.710143898,4.712088514,4.845043497,0.793684408,0.730765547,0.951936438,
76.18,,4.693507025,4.665337073,4.92882522,0.829923157,0.715235703,0.931597625,4.709877817,4.711824584,4.84481849,0.793664321,0.730746814,0.951855439,
76.19,,4.693231347,4.665048594,4.928619666,0.829910633,0.715170947,0.931529398,4.709611753,4.711560671,4.844593495,0.79364414,0.730727996,0.951774342,
76.2,,4.692955687,4.664760137,4.928414125,0.82989801,0.715106119,0.931461071,4.709345705,4.711296775,4.844368513,0.793623867,0.730709093,0.951693145,
76.21,,4.692680043,4.6644717,4.928208594,0.829885289,0.715041219,0.931392642,4.709079672,4.711032896,4.844143545,0.793603501,0.730690104,0.95161185,
76.22,,4.692404416,4.664183283,4.928003076,0.82987247,0.714976245,0.931324112,4.708813656,4.710769034,4.843918589,0.793583042,0.730671031,0.951530456,
76.23,,4.692128805,4.663894888,4.927797569,0.829859552,0.714911199,0.931255482,4.708547656,4.710505189,4.843693646,0.79356249,0.730651873,0.951448963,
76.24,,4.69185321,4.663606513,4.927592074,0.829846536,0.714846081,0.93118675,4.708281672,4.71024136,4.843468717,0.793541846,0.73063263,0.951367372,
76.25,,4.691577633,4.663318158,4.927386591,0.829833421,0.714780891,0.931117918,4.708015704,4.709977549,4.8432438,0.793521108,0.730613303,0.951285683,
76.26,,4.691302072,4.663029825,4.927181119,0.829820209,0.714715628,0.931048986,4.707749751,4.709713755,4.843018897,0.793500278,0.730593891,0.951203895,
76.27,,4.691026527,4.662741512,4.926975659,0.829806899,0.714650293,0.930979953,4.707483815,4.709449977,4.842794006,0.793479356,0.730574394,0.951122009,
76.28,,4.690750999,4.66245322,4.926770211,0.82979349,0.714584886,0.930910819,4.707217895,4.709186217,4.842569129,0.793458341,0.730554813,0.951040025,
76.29,,4.690475488,4.662164949,4.926564774,0.829779984,0.714519407,0.930841586,4.706951991,4.708922473,4.842344264,0.793437234,0.730535147,0.950957943,
76.3,,4.690199993,4.661876698,4.926359349,0.82976638,0.714453857,0.930772252,4.706686103,4.708658746,4.842119413,0.793416034,0.730515397,0.950875763,
76.31,,4.689924515,4.661588468,4.926153936,0.829752679,0.714388234,0.930702818,4.706420231,4.708395036,4.841894575,0.793394742,0.730495562,0.950793485,
76.32,,4.689649054,4.661300259,4.925948535,0.82973888,0.71432254,0.930633284,4.706154375,4.708131344,4.841669749,0.793373358,0.730475644,0.95071111,
76.33,,4.689373609,4.661012071,4.925743145,0.829724983,0.714256774,0.930563651,4.705888536,4.707867668,4.841444937,0.793351882,0.730455641,0.950628637,
76.34,,4.689098181,4.660723904,4.925537768,0.829710989,0.714190936,0.930493918,4.705622712,4.707604009,4.841220138,0.793330314,0.730435554,0.950546067,
76.35,,4.688822769,4.660435757,4.925332401,0.829696898,0.714125027,0.930424085,4.705356904,4.707340367,4.840995352,0.793308654,0.730415383,0.950463399,
76.36,,4.688547374,4.660147631,4.925127047,0.829682709,0.714059047,0.930354152,4.705091112,4.707076742,4.840770578,0.793286903,0.730395128,0.950380635,
76.37,,4.688271996,4.659859526,4.924921705,0.829668423,0.713992995,0.930284121,4.704825337,4.706813134,4.840545818,0.793265059,0.730374789,0.950297773,
76.38,,4.687996635,4.659571441,4.924716374,0.82965404,0.713926873,0.93021399,4.704559577,4.706549542,4.840321071,0.793243124,0.730354367,0.950214814,
76.39,,4.68772129,4.659283378,4.924511055,0.82963956,0.713860679,0.93014376,4.704293833,4.706285968,4.840096337,0.793221097,0.73033386,0.950131759,
76.4,,4.687445961,4.658995335,4.924305748,0.829624983,0.713794414,0.93007343,4.704028106,4.706022411,4.839871616,0.793198979,0.73031327,0.950048607,
76.41,,4.687170649,4.658707313,4.924100452,0.829610309,0.713728078,0.930003002,4.703762394,4.705758871,4.839646909,0.793176769,0.730292597,0.949965358,
76.42,,4.686895354,4.658419312,4.923895169,0.829595538,0.713661671,0.929932475,4.703496699,4.705495347,4.839422214,0.793154468,0.73027184,0.949882012,
76.43,,4.686620076,4.658131332,4.923689897,0.82958067,0.713595193,0.929861849,4.70323102,4.705231841,4.839197532,0.793132076,0.730250999,0.949798571,
76.44,,4.686344814,4.657843372,4.923484637,0.829565706,0.713528645,0.929791125,4.702965357,4.704968351,4.838972863,0.793109592,0.730230075,0.949715033,
76.45,,4.686069569,4.657555434,4.923279389,0.829550645,0.713462026,0.929720302,4.702699709,4.704704879,4.838748208,0.793087018,0.730209068,0.949631398,
76.46,,4.685794341,4.657267516,4.923074152,0.829535488,0.713395337,0.92964938,4.702434078,4.704441423,4.838523565,0.793064352,0.730187977,0.949547668,
76.47,,4.685519129,4.656979619,4.922868928,0.829520234,0.713328577,0.929578361,4.702168463,4.704177985,4.838298936,0.793041595,0.730166804,0.949463842,
76.48,,4.685243934,4.656691743,4.922663715,0.829504884,0.713261747,0.929507243,4.701902864,4.703914563,4.838074319,0.793018748,0.730145547,0.94937992,
76.49,,4.684968756,4.656403887,4.922458514,0.829489438,0.713194846,0.929436027,4.701637282,4.703651159,4.837849716,0.792995809,0.730124207,0.949295902,
76.5,,4.684693594,4.656116053,4.922253325,0.829473895,0.713127875,0.929364713,4.701371715,4.703387771,4.837625126,0.79297278,0.730102785,0.949211789,
76.51,,4.684418449,4.65582824,4.922048148,0.829458256,0.713060835,0.929293301,4.701106164,4.7031244,4.837400549,0.79294966,0.730081279,0.94912758,
76.52,,4.684143321,4.655540447,4.921842983,0.829442522,0.712993724,0.929221791,4.700840629,4.702861047,4.837175985,0.79292645,0.730059691,0.949043275,
76.53,,4.683868209,4.655252675,4.921637829,0.829426691,0.712926543,0.929150183,4.700575111,4.70259771,4.836951434,0.792903149,0.730038019,0.948958876,
76.54,,4.683593114,4.654964924,4.921432688,0.829410764,0.712859292,0.929078478,4.700309608,4.70233439,4.836726896,0.792879757,0.730016266,0.948874381,
76.55,,4.683318036,4.654677194,4.921227558,0.829394742,0.712791972,0.929006676,4.700044122,4.702071087,4.836502371,0.792856275,0.729994429,0.948789791,
76.56,,4.683042974,4.654389485,4.92102244,0.829378624,0.712724582,0.928934776,4.699778652,4.701807802,4.83627786,0.792832703,0.72997251,0.948705106,
76.57,,4.68276793,4.654101797,4.920817334,0.82936241,0.712657122,0.928862779,4.699513198,4.701544533,4.836053361,0.792809041,0.729950509,0.948620327,
76.58,,4.682492902,4.65381413,4.92061224,0.829346101,0.712589593,0.928790684,4.69924776,4.701281281,4.835828876,0.792785289,0.729928425,0.948535452,
76.59,,4.68221789,4.653526483,4.920407158,0.829329696,0.712521994,0.928718493,4.698982338,4.701018046,4.835604403,0.792761446,0.729906259,0.948450483,
76.6,,4.681942896,4.653238858,4.920202088,0.829313195,0.712454326,0.928646205,4.698716932,4.700754828,4.835379944,0.792737514,0.72988401,0.94836542,
76.61,,4.681667918,4.652951254,4.919997029,0.8292966,0.712386589,0.928573819,4.698451542,4.700491627,4.835155498,0.792713491,0.72986168,0.948280262,
76.62,,4.681392957,4.65266367,4.919791983,0.829279909,0.712318782,0.928501337,4.698186168,4.700228443,4.834931065,0.792689379,0.729839267,0.948195009,
76.63,,4.681118012,4.652376107,4.919586948,0.829263123,0.712250907,0.928428759,4.697920811,4.699965276,4.834706645,0.792665177,0.729816772,0.948109663,
76.64,,4.680843085,4.652088566,4.919381926,0.829246241,0.712182962,0.928356084,4.697655469,4.699702126,4.834482238,0.792640885,0.729794196,0.948024222,
76.65,,4.680568174,4.651801045,4.919176915,0.829229265,0.712114948,0.928283312,4.697390144,4.699438993,4.834257845,0.792616504,0.729771537,0.947938688,
76.66,,4.680293279,4.651513545,4.918971916,0.829212194,0.712046866,0.928210444,4.697124835,4.699175877,4.834033464,0.792592033,0.729748797,0.947853059,
76.67,,4.680018402,4.651226066,4.918766929,0.829195028,0.711978714,0.92813748,4.696859542,4.698912778,4.833809097,0.792567473,0.729725974,0.947767337,
76.68,,4.679743541,4.650938608,4.918561954,0.829177767,0.711910495,0.92806442,4.696594265,4.698649696,4.833584743,0.792542823,0.729703071,0.947681521,
76.69,,4.679468697,4.650651171,4.918356991,0.829160411,0.711842206,0.927991263,4.696329004,4.698386631,4.833360402,0.792518084,0.729680085,0.947595612,
76.7,,4.67919387,4.650363755,4.91815204,0.829142961,0.711773849,0.927918011,4.696063759,4.698123583,4.833136074,0.792493256,0.729657018,0.947509609,
76.71,,4.67891906,4.650076361,4.917947101,0.829125416,0.711705423,0.927844663,4.695798531,4.697860552,4.832911759,0.792468339,0.729633869,0.947423513,
76.72,,4.678644266,4.649788987,4.917742174,0.829107776,0.711636929,0.927771219,4.695533318,4.697597538,4.832687457,0.792443333,0.729610639,0.947337324,
76.73,,4.678369489,4.649501634,4.917537259,0.829090043,0.711568367,0.92769768,4.695268122,4.697334541,4.832463168,0.792418237,0.729587328,0.947251041,
76.74,,4.678094729,4.649214302,4.917332356,0.829072214,0.711499737,0.927624045,4.695002942,4.697071561,4.832238893,0.792393053,0.729563936,0.947164666,
76.75,,4.677819986,4.648926991,4.917127465,0.829054292,0.711431038,0.927550315,4.694737778,4.696808598,4.832014631,0.79236778,0.729540462,0.947078197,
76.76,,4.67754526,4.648639701,4.916922586,0.829036275,0.711362272,0.927476489,4.69447263,4.696545652,4.831790382,0.792342418,0.729516907,0.946991636,
76.77,,4.67727055,4.648352432,4.916717718,0.829018164,0.711293437,0.927402568,4.694207498,4.696282723,4.831566146,0.792316967,0.729493271,0.946904982,
76.78,,4.676995857,4.648065184,4.916512863,0.82899996,0.711224535,0.927328553,4.693942382,4.696019811,4.831341923,0.792291428,0.729469554,0.946818236,
76.79,,4.676721181,4.647777957,4.91630802,0.828981661,0.711155564,0.927254442,4.693677283,4.695756916,4.831117713,0.7922658,0.729445756,0.946731397,
76.8,,4.676446521,4.647490751,4.916103189,0.828963268,0.711086527,0.927180236,4.693412199,4.695494038,4.830893517,0.792240084,0.729421877,0.946644466,
76.81,,4.676171879,4.647203566,4.91589837,0.828944781,0.711017421,0.927105936,4.693147132,4.695231177,4.830669333,0.792214279,0.729397917,0.946557443,
76.82,,4.675897253,4.646916402,4.915693562,0.828926201,0.710948248,0.92703154,4.692882081,4.694968334,4.830445163,0.792188386,0.729373877,0.946470327,
76.83,,4.675622644,4.64662926,4.915488767,0.828907527,0.710879007,0.926957051,4.692617046,4.694705507,4.830221006,0.792162405,0.729349756,0.946383119,
76.84,,4.675348052,4.646342138,4.915283984,0.82888876,0.710809699,0.926882466,4.692352027,4.694442697,4.829996862,0.792136336,0.729325555,0.94629582,
76.85,,4.675073477,4.646055037,4.915079213,0.828869899,0.710740324,0.926807788,4.692087024,4.694179904,4.829772732,0.792110178,0.729301273,0.946208429,
76.86,,4.674798919,4.645767958,4.914874454,0.828850944,0.710670882,0.926733015,4.691822038,4.693917128,4.829548614,0.792083933,0.72927691,0.946120945,
76.87,,4.674524377,4.645480899,4.914669707,0.828831896,0.710601372,0.926658148,4.691557067,4.693654369,4.82932451,0.792057599,0.729252467,0.946033371,
76.88,,4.674249852,4.645193862,4.914464972,0.828812755,0.710531795,0.926583187,4.691292113,4.693391627,4.829100419,0.792031178,0.729227944,0.945945705,
76.89,,4.673975344,4.644906845,4.914260249,0.828793521,0.710462152,0.926508132,4.691027175,4.693128902,4.828876341,0.792004669,0.729203341,0.945857947,
76.9,,4.673700853,4.64461985,4.914055538,0.828774193,0.710392441,0.926432983,4.690762253,4.692866194,4.828652276,0.791978072,0.729178657,0.945770098,
76.91,,4.673426379,4.644332876,4.91385084,0.828754772,0.710322664,0.92635774,4.690497348,4.692603504,4.828428224,0.791951387,0.729153893,0.945682158,
76.92,,4.673151921,4.644045923,4.913646153,0.828735259,0.71025282,0.926282404,4.690232458,4.69234083,4.828204186,0.791924615,0.72912905,0.945594127,
76.93,,4.672877481,4.643758991,4.913441478,0.828715652,0.710182909,0.926206974,4.689967585,4.692078173,4.827980161,0.791897756,0.729104126,0.945506005,
76.94,,4.672603057,4.64347208,4.913236816,0.828695953,0.710112932,0.926131451,4.689702727,4.691815533,4.827756149,0.791870809,0.729079122,0.945417792,
76.95,,4.67232865,4.64318519,4.913032165,0.828676161,0.710042888,0.926055834,4.689437886,4.691552911,4.82753215,0.791843774,0.729054039,0.945329489,
76.96,,4.67205426,4.642898322,4.912827527,0.828656276,0.709972777,0.925980124,4.689173061,4.691290305,4.827308164,0.791816653,0.729028876,0.945241095,
76.97,,4.671779887,4.642611474,4.912622901,0.828636299,0.709902601,0.925904321,4.688908253,4.691027717,4.827084192,0.791789444,0.729003633,0.94515261,
76.98,,4.671505531,4.642324648,4.912418286,0.828616229,0.709832358,0.925828425,4.68864346,4.690765145,4.826860233,0.791762148,0.72897831,0.945064035,
76.99,,4.671231191,4.642037842,4.912213684,0.828596067,0.709762049,0.925752436,4.688378684,4.69050259,4.826636287,0.791734765,0.728952908,0.944975369,
77,,4.670956869,4.641751058,4.912009094,0.828575812,0.709691674,0.925676354,4.688113924,4.690240053,4.826412354,0.791707295,0.728927427,0.944886613,
77.01,,4.670682563,4.641464295,4.911804516,0.828555465,0.709621233,0.92560018,4.68784918,4.689977532,4.826188434,0.791679738,0.728901866,0.944797767,
77.02,,4.670408274,4.641177553,4.911599951,0.828535025,0.709550726,0.925523912,4.687584452,4.689715029,4.825964528,0.791652094,0.728876226,0.944708831,
77.03,,4.670134002,4.640890833,4.911395397,0.828514494,0.709480153,0.925447552,4.68731974,4.689452543,4.825740635,0.791624364,0.728850506,0.944619806,
77.04,,4.669859747,4.640604133,4.911190856,0.82849387,0.709409514,0.9253711,4.687055045,4.689190073,4.825516755,0.791596547,0.728824707,0.94453069,
77.05,,4.669585509,4.640317455,4.910986326,0.828473155,0.70933881,0.925294556,4.686790366,4.688927621,4.825292888,0.791568643,0.728798829,0.944441485,
77.06,,4.669311288,4.640030798,4.910781809,0.828452347,0.70926804,0.925217919,4.686525703,4.688665186,4.825069034,0.791540653,0.728772872,0.94435219,
77.07,,4.669037084,4.639744162,4.910577304,0.828431448,0.709197205,0.92514119,4.686261056,4.688402767,4.824845194,0.791512576,0.728746836,0.944262806,
77.08,,4.668762896,4.639457547,4.910372811,0.828410457,0.709126304,0.925064369,4.685996425,4.688140366,4.824621367,0.791484413,0.728720721,0.944173332,
77.09,,4.668488726,4.639170953,4.91016833,0.828389374,0.709055337,0.924987456,4.685731811,4.687877982,4.824397553,0.791456163,0.728694528,0.944083769,
77.1,,4.668214572,4.638884381,4.909963862,0.8283682,0.708984306,0.924910451,4.685467212,4.687615615,4.824173753,0.791427828,0.728668255,0.943994117,
77.11,,4.667940436,4.638597829,4.909759405,0.828346933,0.708913209,0.924833355,4.68520263,4.687353265,4.823949965,0.791399406,0.728641904,0.943904376,
77.12,,4.667666316,4.638311299,4.909554961,0.828325576,0.708842047,0.924756167,4.684938064,4.687090932,4.823726191,0.791370898,0.728615474,0.943814546,
77.13,,4.667392213,4.63802479,4.909350529,0.828304127,0.70877082,0.924678887,4.684673515,4.686828616,4.82350243,0.791342304,0.728588965,0.943724627,
77.14,,4.667118127,4.637738303,4.909146109,0.828282587,0.708699528,0.924601516,4.684408981,4.686566317,4.823278682,0.791313624,0.728562378,0.943634619,
77.15,,4.666844058,4.637451836,4.908941702,0.828260955,0.708628172,0.924524054,4.684144464,4.686304035,4.823054948,0.791284858,0.728535712,0.943544523,
77.16,,4.666570006,4.637165391,4.908737306,0.828239232,0.70855675,0.9244465,4.683879963,4.686041771,4.822831227,0.791256007,0.728508968,0.943454338,
77.17,,4.666295971,4.636878967,4.908532923,0.828217419,0.708485264,0.924368856,4.683615478,4.685779523,4.822607519,0.79122707,0.728482146,0.943364065,
77.18,,4.666021953,4.636592564,4.908328552,0.828195514,0.708413713,0.92429112,4.68335101,4.685517292,4.822383824,0.791198047,0.728455245,0.943273703,
77.19,,4.665747951,4.636306183,4.908124193,0.828173518,0.708342097,0.924213293,4.683086557,4.685255079,4.822160143,0.791168938,0.728428266,0.943183253,
77.2,,4.665473967,4.636019823,4.907919846,0.828151431,0.708270417,0.924135376,4.682822121,4.684992882,4.821936474,0.791139744,0.728401209,0.943092715,
77.21,,4.6652,4.635733484,4.907715512,0.828129253,0.708198672,0.924057368,4.682557701,4.684730703,4.82171282,0.791110465,0.728374074,0.943002089,
77.22,,4.664926049,4.635447166,4.907511189,0.828106985,0.708126864,0.923979269,4.682293298,4.68446854,4.821489178,0.7910811,0.728346861,0.942911375,
77.23,,4.664652116,4.635160869,4.907306879,0.828084626,0.708054991,0.923901079,4.68202891,4.684206395,4.821265549,0.79105165,0.72831957,0.942820574,
77.24,,4.664378199,4.634874594,4.907102582,0.828062177,0.707983053,0.923822799,4.681764539,4.683944266,4.821041934,0.791022115,0.728292202,0.942729684,
77.25,,4.6641043,4.63458834,4.906898296,0.828039636,0.707911052,0.923744429,4.681500184,4.683682155,4.820818332,0.790992494,0.728264755,0.942638707,
