time_total,time_GTT,H1_G_opt,H1_G_min,H1_G_max,H1_I_opt,H1_I_min,H1_I_max,H2_G_opt,H2_G_min,H2_G_max,H2_I_opt,H2_I_min,H2_I_max,Glycemic_level
48.86,,5.476294957,5.476294957,5.485619036,0.070537236,0.070537236,0.093755082,5.475912868,5.475954713,5.481064349,0.069686801,0.064446802,0.099974754,
48.87,,5.476018756,5.476018756,5.485450022,0.071335647,0.071335647,0.094812415,5.475632663,5.475674914,5.480843411,0.070474848,0.065175327,0.101100938,
48.88,,5.475742533,5.475742533,5.485280955,0.072133498,0.072133498,0.095868892,5.475352446,5.475395102,5.480622448,0.071262322,0.065903319,0.102226172,
48.89,,5.475466286,5.475466286,5.485111835,0.07293079,0.07293079,0.096924511,5.47507222,5.475115277,5.480401458,0.072049224,0.066630776,0.103350453,
48.9,,5.475190016,5.475190016,5.484942661,0.07372752,0.07372752,0.097979269,5.474791982,5.474835439,5.480180443,0.072835552,0.067357698,0.10447378,
48.91,,5.474913724,5.474913724,5.484773432,0.074523689,0.074523689,0.099033166,5.474511734,5.474555589,5.479959402,0.073621305,0.068084083,0.10559615,
48.92,,5.474637407,5.474637407,5.48460415,0.075319295,0.075319295,0.100086199,5.474231475,5.474275725,5.479738335,0.074406483,0.068809931,0.106717562,
48.93,,5.474361068,5.474361068,5.484434814,0.076114337,0.076114337,0.101138367,5.473951205,5.473995848,5.479517241,0.075191084,0.06953524,0.107838014,
48.94,,5.474084704,5.474084704,5.484265422,0.076908814,0.076908814,0.102189669,5.473670923,5.473715957,5.479296121,0.075975107,0.070260011,0.108957504,
48.95,,5.473808317,5.473808317,5.484095977,0.077702725,0.077702725,0.103240102,5.47339063,5.473436053,5.479074974,0.076758552,0.070984242,0.11007603,
48.96,,5.473531906,5.473531906,5.483926476,0.07849607,0.07849607,0.104289666,5.473110326,5.473156135,5.4788538,0.077541418,0.071707932,0.111193591,
48.97,,5.47325547,5.47325547,5.48375692,0.079288848,0.079288848,0.105338359,5.47283001,5.472876204,5.4786326,0.078323703,0.072431081,0.112310185,
48.98,,5.47297901,5.47297901,5.483587309,0.080081057,0.080081057,0.10638618,5.472549682,5.472596258,5.478411372,0.079105408,0.073153687,0.11342581,
48.99,,5.472702526,5.472702526,5.483417643,0.080872698,0.080872698,0.107433126,5.472269343,5.472316299,5.478190118,0.079886531,0.073875751,0.114540466,
49,,5.472426017,5.472426017,5.483247921,0.081663769,0.081663769,0.108479198,5.471988992,5.472036325,5.477968836,0.080667071,0.074597272,0.11565415,
49.01,,5.472149483,5.472149483,5.483078144,0.08245427,0.08245427,0.109524393,5.471708628,5.471756337,5.477747527,0.081447028,0.075318248,0.116766861,
49.02,,5.471872925,5.471872925,5.48290831,0.083244199,0.083244199,0.110568711,5.471428253,5.471476335,5.477526191,0.082226401,0.076038679,0.117878598,
49.03,,5.471596341,5.471596341,5.482738421,0.084033557,0.084033557,0.11161215,5.471147865,5.471196319,5.477304827,0.083005189,0.076758565,0.118989359,
49.04,,5.471319733,5.471319733,5.482568476,0.084822342,0.084822342,0.11265471,5.470867465,5.470916288,5.477083435,0.083783392,0.077477905,0.120099143,
49.05,,5.471043099,5.471043099,5.482398474,0.085610554,0.085610554,0.113696388,5.470587052,5.470636242,5.476862016,0.084561009,0.078196698,0.12120795,
49.06,,5.47076644,5.47076644,5.482228416,0.086398193,0.086398193,0.114737184,5.470306627,5.470356181,5.476640569,0.08533804,0.078914944,0.122315776,
49.07,,5.470489755,5.470489755,5.482058301,0.087185257,0.087185257,0.115777097,5.470026189,5.470076106,5.476419094,0.086114483,0.079632642,0.123422623,
49.08,,5.470213045,5.470213045,5.48188813,0.087971746,0.087971746,0.116816126,5.469745739,5.469796016,5.476197591,0.086890338,0.080349792,0.124528487,
49.09,,5.469936309,5.469936309,5.481717902,0.08875766,0.08875766,0.11785427,5.469465276,5.469515911,5.47597606,0.087665604,0.081066393,0.125633369,
49.1,,5.469659547,5.469659547,5.481547617,0.089542997,0.089542997,0.118891527,5.4691848,5.46923579,5.475754501,0.088440282,0.081782444,0.126737267,
49.11,,5.469382759,5.469382759,5.481377275,0.090327758,0.090327758,0.119927898,5.468904311,5.468955655,5.475532914,0.08921437,0.082497946,0.12784018,
49.12,,5.469105946,5.469105946,5.481206876,0.091111942,0.091111942,0.120963381,5.468623809,5.468675504,5.475311299,0.089987867,0.083212898,0.128942107,
49.13,,5.468829106,5.468829106,5.481036419,0.091895548,0.091895548,0.121997975,5.468343294,5.468395338,5.475089655,0.090760775,0.083927298,0.130043047,
49.14,,5.46855224,5.46855224,5.480865906,0.092678576,0.092678576,0.12303168,5.468062765,5.468115157,5.474867982,0.091533091,0.084641148,0.131143,
49.15,,5.468275348,5.468275348,5.480695334,0.093461025,0.093461025,0.124064494,5.467782224,5.46783496,5.474646281,0.092304815,0.085354446,0.132241964,
49.16,,5.467998429,5.467998429,5.480524706,0.094242895,0.094242895,0.125096417,5.467501669,5.467554748,5.474424552,0.093075948,0.086067191,0.133339938,
49.17,,5.467721484,5.467721484,5.48035402,0.095024186,0.095024186,0.126127448,5.467221101,5.46727452,5.474202794,0.093846487,0.086779385,0.134436923,
49.18,,5.467444512,5.467444512,5.480183276,0.095804897,0.095804897,0.127157587,5.466940519,5.466994276,5.473981007,0.094616434,0.087491026,0.135532916,
49.19,,5.467167514,5.467167514,5.480012474,0.096585028,0.096585028,0.128186833,5.466659924,5.466714017,5.473759191,0.095385788,0.088202113,0.136627917,
49.2,,5.466890489,5.466890489,5.479841614,0.097364578,0.097364578,0.129215185,5.466379315,5.466433742,5.473537347,0.096154548,0.088912647,0.137721926,
49.21,,5.466613438,5.466613438,5.479670697,0.098143547,0.098143547,0.130242642,5.466098693,5.466153451,5.473315473,0.096922714,0.089622628,0.138814942,
49.22,,5.466336359,5.466336359,5.479499721,0.098921935,0.098921935,0.131269205,5.465818057,5.465873144,5.473093571,0.097690286,0.090332054,0.139906964,
49.23,,5.466059254,5.466059254,5.479328687,0.099699741,0.099699741,0.132294871,5.465537407,5.465592822,5.47287164,0.098457262,0.091040926,0.140997991,
49.24,,5.465782121,5.465782121,5.479157595,0.100476965,0.100476965,0.133319642,5.465256744,5.465312483,5.47264968,0.099223644,0.091749243,0.142088023,
49.25,,5.465504962,5.465504962,5.478986445,0.101253606,0.101253606,0.134343516,5.464976066,5.465032128,5.47242769,0.09998943,0.092457005,0.14317706,
49.26,,5.465227775,5.465227775,5.478815236,0.102029665,0.102029665,0.135366492,5.464695375,5.464751757,5.472205672,0.100754621,0.093164212,0.1442651,
49.27,,5.464950561,5.464950561,5.47864397,0.10280514,0.10280514,0.136388571,5.464414669,5.46447137,5.471983624,0.101519216,0.093870864,0.145352143,
49.28,,5.46467332,5.46467332,5.478472644,0.103580033,0.103580033,0.137409752,5.46413395,5.464190967,5.471761547,0.102283214,0.09457696,0.146438189,
49.29,,5.464396052,5.464396052,5.47830126,0.104354342,0.104354342,0.138430034,5.463853217,5.463910548,5.471539441,0.103046616,0.0952825,0.147523237,
49.3,,5.464118756,5.464118756,5.478129818,0.105128067,0.105128067,0.139449417,5.463572469,5.463630112,5.471317305,0.103809421,0.095987483,0.148607287,
49.31,,5.463841433,5.463841433,5.477958317,0.105901208,0.105901208,0.140467901,5.463291708,5.46334966,5.47109514,0.104571629,0.096691911,0.149690339,
49.32,,5.463564082,5.463564082,5.477786757,0.106673765,0.106673765,0.141485484,5.463010932,5.463069191,5.470872946,0.10533324,0.097395782,0.150772391,
49.33,,5.463286704,5.463286704,5.477615139,0.107445738,0.107445738,0.142502168,5.462730142,5.462788707,5.470650722,0.106094254,0.098099096,0.151853444,
49.34,,5.463009298,5.463009298,5.477443461,0.108217126,0.108217126,0.143517952,5.462449338,5.462508205,5.470428469,0.106854669,0.098801853,0.152933497,
49.35,,5.462731865,5.462731865,5.477271725,0.108987929,0.108987929,0.144532834,5.462168519,5.462227688,5.470206186,0.107614488,0.099504053,0.15401255,
49.36,,5.462454404,5.462454404,5.477099931,0.109758147,0.109758147,0.145546816,5.461887686,5.461947153,5.469983874,0.108373708,0.100205697,0.155090603,
49.37,,5.462176915,5.462176915,5.476928077,0.11052778,0.11052778,0.146559896,5.461606839,5.461666603,5.469761532,0.10913233,0.100906782,0.156167655,
49.38,,5.461899399,5.461899399,5.476756164,0.111296827,0.111296827,0.147572075,5.461325977,5.461386035,5.469539161,0.109890353,0.101607311,0.157243706,
49.39,,5.461621855,5.461621855,5.476584193,0.112065289,0.112065289,0.148583351,5.461045101,5.461105451,5.46931676,0.110647778,0.102307281,0.158318755,
49.4,,5.461344282,5.461344282,5.476412162,0.112833165,0.112833165,0.149593726,5.46076421,5.460824851,5.469094329,0.111404605,0.103006694,0.159392803,
49.41,,5.461066683,5.461066683,5.476240072,0.113600456,0.113600456,0.150603199,5.460483305,5.460544233,5.468871869,0.112160833,0.10370555,0.16046585,
49.42,,5.460789055,5.460789055,5.476067924,0.11436716,0.11436716,0.151611769,5.460202385,5.460263599,5.468649379,0.112916462,0.104403847,0.161537895,
49.43,,5.460511399,5.460511399,5.475895716,0.115133279,0.115133279,0.152619436,5.459921451,5.459982949,5.46842686,0.113671492,0.105101586,0.162608937,
49.44,,5.460233715,5.460233715,5.475723449,0.115898811,0.115898811,0.153626201,5.459640502,5.459702281,5.468204311,0.114425923,0.105798768,0.163678978,
49.45,,5.459956003,5.459956003,5.475551123,0.116663758,0.116663758,0.154632063,5.459359539,5.459421597,5.467981731,0.115179756,0.106495391,0.164748016,
49.46,,5.459678264,5.459678264,5.475378738,0.117428118,0.117428118,0.155637022,5.459078561,5.459140896,5.467759123,0.115932988,0.107191456,0.165816052,
49.47,,5.459400496,5.459400496,5.475206293,0.118191891,0.118191891,0.156641078,5.458797568,5.458860179,5.467536484,0.116685622,0.107886963,0.166883085,
49.48,,5.4591227,5.4591227,5.47503379,0.118955079,0.118955079,0.15764423,5.458516561,5.458579444,5.467313816,0.117437657,0.108581912,0.167949115,
49.49,,5.458844876,5.458844876,5.474861227,0.119717679,0.119717679,0.15864648,5.458235539,5.458298693,5.467091118,0.118189092,0.109276303,0.169014143,
49.5,,5.458567024,5.458567024,5.474688605,0.120479694,0.120479694,0.159647826,5.457954502,5.458017925,5.46686839,0.118939928,0.109970135,0.170078168,
49.51,,5.458289143,5.458289143,5.474515924,0.121241121,0.121241121,0.160648269,5.45767345,5.45773714,5.466645632,0.119690164,0.110663409,0.171141191,
49.52,,5.458011235,5.458011235,5.474343183,0.122001962,0.122001962,0.161647808,5.457392384,5.457456338,5.466422844,0.120439801,0.111356125,0.172203211,
49.53,,5.457733298,5.457733298,5.474170384,0.122762217,0.122762217,0.162646444,5.457111303,5.457175519,5.466200027,0.121188838,0.112048282,0.173264227,
49.54,,5.457455333,5.457455333,5.473997525,0.123521885,0.123521885,0.163644176,5.456830207,5.456894683,5.46597718,0.121937276,0.112739881,0.174324242,
49.55,,5.45717734,5.45717734,5.473824606,0.124280966,0.124280966,0.164641005,5.456549096,5.456613831,5.465754303,0.122685115,0.113430922,0.175383253,
49.56,,5.456899319,5.456899319,5.473651629,0.12503946,0.12503946,0.165636931,5.456267971,5.456332961,5.465531396,0.123432354,0.114121404,0.176441262,
49.57,,5.456621269,5.456621269,5.473478592,0.125797368,0.125797368,0.166631953,5.455986831,5.456052075,5.465308459,0.124178994,0.114811329,0.177498268,
49.58,,5.456343191,5.456343191,5.473305496,0.126554689,0.126554689,0.167626072,5.455705675,5.455771171,5.465085492,0.124925035,0.115500695,0.178554271,
49.59,,5.456065085,5.456065085,5.47313234,0.127311424,0.127311424,0.168619288,5.455424505,5.455490251,5.464862496,0.125670476,0.116189503,0.179609272,
49.6,,5.45578695,5.45578695,5.472959125,0.128067572,0.128067572,0.1696116,5.45514332,5.455209313,5.464639469,0.126415318,0.116877752,0.180663271,
49.61,,5.455508787,5.455508787,5.472785851,0.128823133,0.128823133,0.170603009,5.454862121,5.454928359,5.464416413,0.12715956,0.117565444,0.181716267,
49.62,,5.455230596,5.455230596,5.472612518,0.129578108,0.129578108,0.171593515,5.454580906,5.454647388,5.464193327,0.127903204,0.118252578,0.182768262,
49.63,,5.454952376,5.454952376,5.472439125,0.130332497,0.130332497,0.172583119,5.454299676,5.4543664,5.463970211,0.128646248,0.118939154,0.183819254,
49.64,,5.454674129,5.454674129,5.472265674,0.131086298,0.131086298,0.173571819,5.454018432,5.454085394,5.463747065,0.129388693,0.119625172,0.184869245,
49.65,,5.454395852,5.454395852,5.472092162,0.131839514,0.131839514,0.174559617,5.453737172,5.453804372,5.463523889,0.130130539,0.120310632,0.185918233,
49.66,,5.454117548,5.454117548,5.471918592,0.132592143,0.132592143,0.175546512,5.453455898,5.453523333,5.463300684,0.130871786,0.120995535,0.186966221,
49.67,,5.453839215,5.453839215,5.471744962,0.133344186,0.133344186,0.176532505,5.453174609,5.453242277,5.463077448,0.131612434,0.121679879,0.188013206,
49.68,,5.453560853,5.453560853,5.471571273,0.134095643,0.134095643,0.177517596,5.452893305,5.452961204,5.462854183,0.132352484,0.122363667,0.189059191,
49.69,,5.453282463,5.453282463,5.471397525,0.134846514,0.134846514,0.178501784,5.452611985,5.452680113,5.462630887,0.133091935,0.123046897,0.190104175,
49.7,,5.453004045,5.453004045,5.471223718,0.135596799,0.135596799,0.17948507,5.452330651,5.452399006,5.462407562,0.133830787,0.123729569,0.191148158,
49.71,,5.452725599,5.452725599,5.471049851,0.136346497,0.136346497,0.180467455,5.452049302,5.452117882,5.462184208,0.134569041,0.124411685,0.192191141,
49.72,,5.452447124,5.452447124,5.470875925,0.13709561,0.13709561,0.181448938,5.451767938,5.451836741,5.461960823,0.135306696,0.125093243,0.193233123,
49.73,,5.45216862,5.45216862,5.47070194,0.137844137,0.137844137,0.18242952,5.45148656,5.451555583,5.461737408,0.136043753,0.125774244,0.194274105,
49.74,,5.451890089,5.451890089,5.470527896,0.138592079,0.138592079,0.1834092,5.451205166,5.451274408,5.461513964,0.136780212,0.126454689,0.195314088,
49.75,,5.451611528,5.451611528,5.470353793,0.139339435,0.139339435,0.18438798,5.450923757,5.450993216,5.46129049,0.137516073,0.127134576,0.196353071,
49.76,,5.45133294,5.45133294,5.47017963,0.140086206,0.140086206,0.185365859,5.450642333,5.450712007,5.461066986,0.138251337,0.127813907,0.197391055,
49.77,,5.451054323,5.451054323,5.470005409,0.140832391,0.140832391,0.186342837,5.450360894,5.450430781,5.460843452,0.138986002,0.128492682,0.19842804,
49.78,,5.450775678,5.450775678,5.469831128,0.141577992,0.141577992,0.187318915,5.450079441,5.450149538,5.460619889,0.13972007,0.1291709,0.199464026,
49.79,,5.450497004,5.450497004,5.469656788,0.142323007,0.142323007,0.188294093,5.449797972,5.449868278,5.460396295,0.14045354,0.129848563,0.200499014,
49.8,,5.450218302,5.450218302,5.46948239,0.143067437,0.143067437,0.189268372,5.449516489,5.449587001,5.460172672,0.141186413,0.130525669,0.201533004,
49.81,,5.449939572,5.449939572,5.469307932,0.143811283,0.143811283,0.190241751,5.44923499,5.449305708,5.459949019,0.141918689,0.131202219,0.202565996,
49.82,,5.449660813,5.449660813,5.469133415,0.144554544,0.144554544,0.19121423,5.448953477,5.449024397,5.459725337,0.142650368,0.131878213,0.203597991,
49.83,,5.449382026,5.449382026,5.468958839,0.14529722,0.14529722,0.192185811,5.448671949,5.448743069,5.459501625,0.14338145,0.132553652,0.204628989,
49.84,,5.449103211,5.449103211,5.468784204,0.146039312,0.146039312,0.193156493,5.448390405,5.448461725,5.459277883,0.144111936,0.133228536,0.20565899,
49.85,,5.448824367,5.448824367,5.468609511,0.14678082,0.14678082,0.194126276,5.448108847,5.448180364,5.459054111,0.144841825,0.133902864,0.206687995,
49.86,,5.448545495,5.448545495,5.468434758,0.147521744,0.147521744,0.195095162,5.447827274,5.447898985,5.45883031,0.145571118,0.134576637,0.207716004,
49.87,,5.448266595,5.448266595,5.468259947,0.148262084,0.148262084,0.19606315,5.447545686,5.44761759,5.458606479,0.146299814,0.135249856,0.208743017,
49.88,,5.447987666,5.447987666,5.468085076,0.149001841,0.149001841,0.19703024,5.447264083,5.447336178,5.458382619,0.147027915,0.135922519,0.209769036,
49.89,,5.447708709,5.447708709,5.467910147,0.149741014,0.149741014,0.197996433,5.446982465,5.447054749,5.458158729,0.14775542,0.136594628,0.210794059,
49.9,,5.447429724,5.447429724,5.467735159,0.150479604,0.150479604,0.198961729,5.446700833,5.446773304,5.457934809,0.148482329,0.137266183,0.211818088,
49.91,,5.44715071,5.44715071,5.467560112,0.15121761,0.15121761,0.199926129,5.446419185,5.446491841,5.45771086,0.149208643,0.137937184,0.212841122,
49.92,,5.446871668,5.446871668,5.467385007,0.151955034,0.151955034,0.200889633,5.446137523,5.446210362,5.457486881,0.149934362,0.138607631,0.213863163,
49.93,,5.446592598,5.446592598,5.467209843,0.152691874,0.152691874,0.201852241,5.445855845,5.445928866,5.457262873,0.150659486,0.139277523,0.214884211,
49.94,,5.4463135,5.4463135,5.46703462,0.153428132,0.153428132,0.202813953,5.445574153,5.445647353,5.457038835,0.151384015,0.139946863,0.215904266,
49.95,,5.446034374,5.446034374,5.466859338,0.154163808,0.154163808,0.20377477,5.445292446,5.445365823,5.456814768,0.15210795,0.140615649,0.216923329,
49.96,,5.445755219,5.445755219,5.466683998,0.154898901,0.154898901,0.204734693,5.445010724,5.445084277,5.456590671,0.15283129,0.141283882,0.217941399,
49.97,,5.445476036,5.445476036,5.4665086,0.155633413,0.155633413,0.205693721,5.444728988,5.444802713,5.456366545,0.153554036,0.141951561,0.218958478,
49.98,,5.445196825,5.445196825,5.466333143,0.156367342,0.156367342,0.206651855,5.444447236,5.444521133,5.456142389,0.154276188,0.142618689,0.219974566,
49.99,,5.444917586,5.444917586,5.466157627,0.15710069,0.15710069,0.207609095,5.44416547,5.444239537,5.455918204,0.154997746,0.143285263,0.220989664,
50,,5.444638318,5.444638318,5.465982053,0.157833457,0.157833457,0.208565442,5.443883689,5.443957923,5.455693989,0.155718711,0.143951286,0.222003771,
50.01,,5.444359023,5.444359023,5.46580642,0.158565642,0.158565642,0.209520897,5.443601893,5.443676293,5.455469745,0.156439083,0.144616756,0.223016888,
50.02,,5.444079699,5.444079699,5.465630729,0.159297246,0.159297246,0.210475458,5.443320082,5.443394647,5.455245472,0.157158862,0.145281674,0.224029016,
50.03,,5.443800348,5.443800348,5.46545498,0.16002827,0.16002827,0.211429128,5.443038257,5.443112984,5.45502117,0.157878047,0.145946041,0.225040155,
50.04,,5.443520968,5.443520968,5.465279173,0.160758712,0.160758712,0.212381906,5.442756417,5.442831304,5.454796838,0.158596641,0.146609856,0.226050306,
50.05,,5.44324156,5.44324156,5.465103307,0.161488575,0.161488575,0.213333792,5.442474562,5.442549607,5.454572477,0.159314642,0.14727312,0.227059469,
50.06,,5.442962124,5.442962124,5.464927383,0.162217857,0.162217857,0.214284788,5.442192693,5.442267894,5.454348087,0.160032051,0.147935833,0.228067645,
50.07,,5.44268266,5.44268266,5.4647514,0.16294656,0.16294656,0.215234893,5.441910808,5.441986164,5.454123667,0.160748868,0.148597995,0.229074833,
50.08,,5.442403169,5.442403169,5.46457536,0.163674682,0.163674682,0.216184108,5.441628909,5.441704418,5.453899218,0.161465094,0.149259607,0.230081036,
50.09,,5.442123649,5.442123649,5.464399261,0.164402225,0.164402225,0.217132433,5.441346996,5.441422655,5.453674741,0.162180728,0.149920669,0.231086252,
50.1,,5.441844101,5.441844101,5.464223105,0.165129189,0.165129189,0.218079869,5.441065067,5.441140876,5.453450234,0.162895771,0.15058118,0.232090483,
50.11,,5.441564525,5.441564525,5.46404689,0.165855574,0.165855574,0.219026416,5.440783125,5.44085908,5.453225698,0.163610223,0.151241142,0.233093729,
50.12,,5.441284922,5.441284922,5.463870617,0.166581381,0.166581381,0.219972075,5.440501167,5.440577268,5.453001132,0.164324085,0.151900555,0.234095991,
50.13,,5.44100529,5.44100529,5.463694287,0.167306608,0.167306608,0.220916846,5.440219195,5.440295439,5.452776538,0.165037356,0.152559418,0.235097268,
50.14,,5.440725631,5.440725631,5.463517898,0.168031258,0.168031258,0.221860729,5.439937208,5.440013594,5.452551915,0.165750038,0.153217731,0.236097563,
50.15,,5.440445944,5.440445944,5.463341452,0.168755329,0.168755329,0.222803725,5.439655207,5.439731732,5.452327262,0.166462129,0.153875497,0.237096874,
50.16,,5.440166229,5.440166229,5.463164947,0.169478822,0.169478822,0.223745835,5.439373191,5.439449854,5.452102581,0.167173631,0.154532713,0.238095203,
50.17,,5.439886486,5.439886486,5.462988385,0.170201738,0.170201738,0.224687058,5.43909116,5.43916796,5.451877871,0.167884544,0.155189382,0.239092551,
50.18,,5.439606715,5.439606715,5.462811766,0.170924077,0.170924077,0.225627396,5.438809115,5.438886049,5.451653132,0.168594868,0.155845502,0.240088917,
50.19,,5.439326917,5.439326917,5.462635088,0.171645838,0.171645838,0.226566848,5.438527056,5.438604122,5.451428364,0.169304602,0.156501074,0.241084303,
50.2,,5.439047091,5.439047091,5.462458353,0.172367023,0.172367023,0.227505416,5.438244982,5.438322179,5.451203567,0.170013749,0.157156099,0.242078708,
50.21,,5.438767237,5.438767237,5.462281561,0.173087631,0.173087631,0.228443099,5.437962893,5.43804022,5.450978741,0.170722307,0.157810577,0.243072134,
50.22,,5.438487355,5.438487355,5.46210471,0.173807663,0.173807663,0.229379898,5.43768079,5.437758244,5.450753887,0.171430278,0.158464508,0.24406458,
50.23,,5.438207446,5.438207446,5.461927803,0.174527119,0.174527119,0.230315814,5.437398673,5.437476252,5.450529003,0.17213766,0.159117892,0.245056048,
50.24,,5.437927509,5.437927509,5.461750838,0.175245999,0.175245999,0.231250846,5.437116541,5.437194243,5.450304091,0.172844456,0.159770729,0.246046538,
50.25,,5.437647545,5.437647545,5.461573815,0.175964303,0.175964303,0.232184997,5.436834395,5.436912219,5.45007915,0.173550664,0.160423021,0.247036051,
50.26,,5.437367553,5.437367553,5.461396735,0.176682032,0.176682032,0.233118265,5.436552234,5.436630178,5.449854181,0.174256286,0.161074766,0.248024587,
50.27,,5.437087534,5.437087534,5.461219598,0.177399186,0.177399186,0.234050651,5.436270059,5.436348122,5.449629183,0.174961321,0.161725966,0.249012146,
50.28,,5.436807487,5.436807487,5.461042403,0.178115766,0.178115766,0.234982157,5.435987869,5.436066049,5.449404156,0.175665769,0.16237662,0.24999873,
50.29,,5.436527412,5.436527412,5.460865152,0.17883177,0.17883177,0.235912782,5.435705666,5.43578396,5.4491791,0.176369632,0.16302673,0.250984339,
50.3,,5.43624731,5.43624731,5.460687843,0.179547201,0.179547201,0.236842527,5.435423448,5.435501855,5.448954017,0.177072909,0.163676294,0.251968973,
50.31,,5.43596718,5.43596718,5.460510477,0.180262058,0.180262058,0.237771392,5.435141215,5.435219734,5.448728904,0.177775601,0.164325314,0.252952633,
50.32,,5.435687024,5.435687024,5.460333053,0.180976341,0.180976341,0.238699378,5.434858969,5.434937597,5.448503763,0.178477708,0.16497379,0.253935319,
50.33,,5.435406839,5.435406839,5.460155573,0.18169005,0.18169005,0.239626485,5.434576708,5.434655444,5.448278594,0.17917923,0.165621721,0.254917033,
50.34,,5.435126628,5.435126628,5.459978036,0.182403187,0.182403187,0.240552714,5.434294433,5.434373275,5.448053396,0.179880167,0.166269109,0.255897774,
50.35,,5.434846389,5.434846389,5.459800442,0.18311575,0.18311575,0.241478066,5.434012143,5.43409109,5.447828169,0.18058052,0.166915953,0.256877544,
50.36,,5.434566122,5.434566122,5.459622791,0.183827741,0.183827741,0.242402541,5.43372984,5.433808889,5.447602915,0.18128029,0.167562255,0.257856343,
50.37,,5.434285829,5.434285829,5.459445083,0.18453916,0.18453916,0.243326138,5.433447522,5.433526672,5.447377632,0.181979475,0.168208013,0.258834171,
50.38,,5.434005508,5.434005508,5.459267319,0.185250007,0.185250007,0.24424886,5.43316519,5.433244439,5.44715232,0.182678078,0.168853229,0.259811029,
50.39,,5.43372516,5.43372516,5.459089497,0.185960282,0.185960282,0.245170706,5.432882844,5.432962191,5.446926981,0.183376097,0.169497902,0.260786918,
50.4,,5.433444785,5.433444785,5.458911619,0.186669985,0.186669985,0.246091677,5.432600484,5.432679927,5.446701613,0.184073534,0.170142034,0.261761838,
50.41,,5.433164382,5.433164382,5.458733685,0.187379117,0.187379117,0.247011773,5.43231811,5.432397647,5.446476217,0.184770388,0.170785623,0.26273579,
50.42,,5.432883953,5.432883953,5.458555694,0.188087679,0.188087679,0.247930995,5.432035721,5.432115351,5.446250792,0.18546666,0.171428672,0.263708775,
50.43,,5.432603496,5.432603496,5.458377646,0.188795669,0.188795669,0.248849344,5.431753319,5.431833039,5.44602534,0.186162351,0.172071179,0.264680793,
50.44,,5.432323012,5.432323012,5.458199542,0.18950309,0.18950309,0.249766819,5.431470903,5.431550712,5.445799859,0.18685746,0.172713145,0.265651844,
50.45,,5.432042501,5.432042501,5.458021381,0.19020994,0.19020994,0.250683422,5.431188472,5.431268369,5.445574351,0.187551987,0.17335457,0.266621929,
50.46,,5.431761963,5.431761963,5.457843164,0.190916221,0.190916221,0.251599152,5.430906028,5.43098601,5.445348814,0.188245934,0.173995456,0.26759105,
50.47,,5.431481399,5.431481399,5.457664891,0.191621932,0.191621932,0.252514012,5.430623569,5.430703636,5.445123249,0.188939301,0.174635801,0.268559206,
50.48,,5.431200807,5.431200807,5.457486562,0.192327074,0.192327074,0.253428,5.430341097,5.430421246,5.444897657,0.189632087,0.175275607,0.269526398,
50.49,,5.430920188,5.430920188,5.457308176,0.193031647,0.193031647,0.254341118,5.430058611,5.430138841,5.444672036,0.190324293,0.175914873,0.270492627,
50.5,,5.430639543,5.430639543,5.457129734,0.193735651,0.193735651,0.255253365,5.429776111,5.42985642,5.444446388,0.19101592,0.1765536,0.271457894,
50.51,,5.43035887,5.43035887,5.456951236,0.194439087,0.194439087,0.256164744,5.429493597,5.429573984,5.444220711,0.191706967,0.177191789,0.272422198,
50.52,,5.430078171,5.430078171,5.456772682,0.195141955,0.195141955,0.257075253,5.429211069,5.429291532,5.443995007,0.192397435,0.177829438,0.273385541,
50.53,,5.429797445,5.429797445,5.456594072,0.195844255,0.195844255,0.257984894,5.428928527,5.429009064,5.443769275,0.193087325,0.17846655,0.274347923,
50.54,,5.429516692,5.429516692,5.456415406,0.196545988,0.196545988,0.258893667,5.428645972,5.428726582,5.443543515,0.193776636,0.179103124,0.275309345,
50.55,,5.429235912,5.429235912,5.456236684,0.197247154,0.197247154,0.259801573,5.428363402,5.428444083,5.443317727,0.194465369,0.17973916,0.276269807,
50.56,,5.428955106,5.428955106,5.456057906,0.197947753,0.197947753,0.260708612,5.428080819,5.42816157,5.443091912,0.195153524,0.180374659,0.277229311,
50.57,,5.428674273,5.428674273,5.455879073,0.198647785,0.198647785,0.261614785,5.427798223,5.427879041,5.442866069,0.195841102,0.18100962,0.278187856,
50.58,,5.428393413,5.428393413,5.455700183,0.199347252,0.199347252,0.262520092,5.427515612,5.427596497,5.442640199,0.196528103,0.181644045,0.279145444,
50.59,,5.428112527,5.428112527,5.455521239,0.200046152,0.200046152,0.263424534,5.427232988,5.427313937,5.4424143,0.197214527,0.182277934,0.280102074,
50.6,,5.427831614,5.427831614,5.455342238,0.200744486,0.200744486,0.264328111,5.42695035,5.427031362,5.442188375,0.197900375,0.182911286,0.281057748,
50.61,,5.427550674,5.427550674,5.455163182,0.201442255,0.201442255,0.265230824,5.426667698,5.426748772,5.441962421,0.198585647,0.183544103,0.282012467,
50.62,,5.427269708,5.427269708,5.45498407,0.20213946,0.20213946,0.266132673,5.426385033,5.426466167,5.44173644,0.199270342,0.184176384,0.28296623,
50.63,,5.426988716,5.426988716,5.454804903,0.202836099,0.202836099,0.26703366,5.426102355,5.426183547,5.441510432,0.199954463,0.184808131,0.283919039,
