Gmeasured_max_11mM,Gmeasured_min_11mM,Gmeasured_opt_11mM,Imeasured_max_11mM,Imeasured_min_11mM,Imeasured_opt_11mM,time,Gmeasured_max_5p5mM,Gmeasured_min_5p5mM,Gmeasured_opt_5p5mM,Imeasured_max_5p5mM,Imeasured_min_5p5mM,Imeasured_opt_5p5mM,Gmeasured_max_11mM_lowHC,Gmeasured_min_11mM_lowHC,Gmeasured_opt_11mM_lowHC,Gmeasured_max_5p5mM_lowHC,Gmeasured_min_5p5mM_lowHC,Gmeasured_opt_5p5mM_lowHC,Imeasured_max_11mM_lowHC,Imeasured_min_11mM_lowHC,Imeasured_opt_11mM_lowHC,Imeasured_max_5p5mM_lowHC,Imeasured_min_5p5mM_lowHC,Imeasured_opt_5p5mM_lowHC
10.82843801,7.519039602,9.933320729,1404.944279,1034.286298,1052.72479,86.95,5.44795854,4.033855692,5.012950654,742.8714131,509.4559764,626.4810782,9.498904482,7.151748151,8.958682117,5.006798056,2.739266923,4.629814954,3311.525677,2068.127546,1611.66905,1595.562582,1017.770521,764.6579724
10.82820876,7.514766432,9.931931849,1405.139147,1034.285707,1052.753555,87,5.447888804,4.032079062,5.012296541,742.9373538,509.5248773,626.6030657,9.496565145,7.146673546,8.955439153,5.005914106,2.738141114,4.628383454,3313.221235,2068.387693,1612.254538,1596.33226,1017.893154,764.8649604
10.82797965,7.510495835,9.930543709,1405.331866,1034.283501,1052.780627,87.05,5.447819106,4.030303283,5.01164271,743.0022534,509.592941,626.7241125,9.49422602,7.141601373,8.952196763,5.005030118,2.737015984,4.626952062,3314.911622,2068.645306,1612.837727,1597.099503,1018.014577,765.0707682
10.82775069,7.506227811,9.929156309,1405.522441,1034.279683,1052.80601,87.1,5.447749446,4.028528355,5.010989162,743.0661149,509.6601696,626.8442209,9.491887109,7.136531638,8.948954951,5.004146091,2.735891534,4.625520781,3316.596843,2068.900393,1613.418622,1597.864314,1018.134792,765.2753981
10.82752187,7.501962364,9.927769648,1405.710877,1034.274258,1052.829709,87.15,5.447679822,4.026754278,5.010335897,743.1289409,509.7265649,626.9633929,9.489548414,7.131464345,8.945713722,5.003262027,2.734767764,4.624089613,3318.276902,2069.15296,1613.997227,1598.626696,1018.253804,765.4788526
10.82729321,7.497699495,9.926383729,1405.89718,1034.267232,1052.851729,87.2,5.447610236,4.024981053,5.009682916,743.1907343,509.7921289,627.0816307,9.487209937,7.1263995,8.942473079,5.002377928,2.733644673,4.622658559,3319.951805,2069.403016,1614.573546,1599.386652,1018.371617,765.6811339
10.82706469,7.493439207,9.92499855,1406.081354,1034.258607,1052.872072,87.25,5.447540687,4.023208682,5.009030219,743.2514979,509.8568633,627.1989364,9.484871681,7.121337107,8.939233026,5.001493794,2.73252226,4.621227621,3321.621557,2069.650566,1615.147582,1600.144185,1018.488233,765.8822444
10.82683633,7.489181503,9.923614112,1406.263405,1034.24839,1052.890745,87.3,5.447471176,4.021437164,5.008377806,743.3112344,509.92077,627.3153122,9.482533648,7.116277171,8.935993566,5.000609626,2.731400525,4.619796802,3323.286162,2069.895619,1615.719341,1600.899298,1018.603658,766.0821864
10.82660811,7.484926383,9.922230417,1406.443337,1034.236584,1052.907752,87.35,5.447401702,4.019666501,5.007725677,743.3699467,509.9838511,627.4307602,9.48019584,7.111219697,8.932754705,4.999725427,2.730279468,4.618366103,3324.945626,2070.138182,1616.288826,1601.651994,1018.717893,766.2809623
10.82638004,7.48067385,9.920847464,1406.621156,1034.223193,1052.923096,87.4,5.447332265,4.017896693,5.007073833,743.4276375,510.0461083,627.5452824,9.47785826,7.10616469,8.929516445,4.998841196,2.729159089,4.616935527,3326.599955,2070.378262,1616.856041,1602.402277,1018.830944,766.4785742
10.82615212,7.476423907,9.919465254,1406.796867,1034.208223,1052.936782,87.45,5.447262866,4.016127741,5.006422275,743.4843097,510.1075435,627.6588811,9.475520909,7.101112155,8.92627879,4.997956936,2.728039386,4.615505076,3328.249152,2070.615866,1617.42099,1603.150149,1018.942814,766.6750247
10.82592436,7.472176556,9.918083786,1406.970474,1034.191678,1052.948814,87.5,5.447193504,4.014359645,5.005771002,743.5399659,510.1681586,627.7715583,9.47318379,7.096062097,8.923041744,4.997072647,2.726920361,4.61407475,3329.893223,2070.851001,1617.983678,1603.895613,1019.053506,766.8703159
10.82569673,7.467931798,9.916703063,1407.141984,1034.173562,1052.959198,87.55,5.447124179,4.012592406,5.005120015,743.5946089,510.2279554,627.8833162,9.470846905,7.09101452,8.919805312,4.99618833,2.725802011,4.612644553,3331.532173,2071.083675,1618.544109,1604.638673,1019.163023,767.0644502
10.82546926,7.463689636,9.915323084,1407.311401,1034.15388,1052.967937,87.6,5.447054892,4.010826025,5.004469314,743.6482415,510.2869359,627.9941568,9.468510257,7.085969429,8.916569496,4.995303988,2.724684338,4.611214486,3333.166008,2071.313895,1619.102286,1605.37933,1019.271371,767.2574298
10.82524194,7.459450072,9.913943849,1407.47873,1034.132636,1052.975035,87.65,5.446985643,4.009060503,5.0038189,743.7008664,510.3451019,628.1040823,9.466173847,7.080926829,8.9133343,4.99441962,2.72356734,4.609784552,3334.794732,2071.541667,1619.658214,1606.117589,1019.378551,767.4492572
10.82501477,7.455213108,9.912565359,1407.643976,1034.109834,1052.980497,87.7,5.446916431,4.00729584,5.003168772,743.7524864,510.4024552,628.2130948,9.463837678,7.075886725,8.910099729,4.993535229,2.722451017,4.608354752,3336.41835,2071.767,1620.211896,1606.853452,1019.484569,767.6399346
10.82478775,7.450978745,9.911187614,1407.807145,1034.08548,1052.984327,87.75,5.446847257,4.005532036,5.002518932,743.8031042,510.4589977,628.3211963,9.461501752,7.070849121,8.906865785,4.992650814,2.721335369,4.606925088,3338.036867,2071.989899,1620.763337,1607.586923,1019.589426,767.8294642
10.82456088,7.446746987,9.909810615,1407.96824,1034.059577,1052.98653,87.8,5.44677812,4.003769093,5.001869379,743.8527225,510.5147313,628.428389,9.459166071,7.065814022,8.903632473,4.991766378,2.720220395,4.605495562,3339.650289,2072.210373,1621.312542,1608.318004,1019.693128,768.0178484
10.82433415,7.442517834,9.908434362,1408.127268,1034.03213,1052.98711,87.85,5.446709021,4.002007011,5.001220114,743.901344,510.5696578,628.534675,9.456830637,7.060781433,8.900399797,4.990881922,2.719106095,4.604066176,3341.25862,2072.428427,1621.859513,1609.046698,1019.795677,768.2050895
10.82410758,7.438291289,9.907058856,1408.284233,1034.003144,1052.98607,87.9,5.446639959,4.00024579,5.000571137,743.9489715,510.6237791,628.6400563,9.454495452,7.055751358,8.897167759,4.989997447,2.717992469,4.602636931,3342.861865,2072.64407,1622.404254,1609.773009,1019.897077,768.3911898
10.82388116,7.434067354,9.905684096,1408.43914,1033.972622,1052.983417,87.95,5.446570936,3.998485432,4.999922448,743.9956077,510.677097,628.744535,9.452160519,7.050723802,8.893936364,4.989112953,2.716879516,4.601207831,3344.46003,2072.857307,1622.946771,1610.496939,1019.997331,768.5761515
10.82365488,7.429846031,9.904310084,1408.591995,1033.940569,1052.979152,88,5.446501949,3.996725937,4.999274048,744.0412552,510.7296133,628.8481132,9.44982584,7.04569877,8.890705615,4.988228442,2.715767236,4.599778876,3346.05312,2073.068147,1623.487067,1611.218491,1020.096444,768.7599769
10.82342876,7.425627322,9.902936819,1408.742802,1033.906989,1052.973282,88.05,5.446433001,3.994967306,4.998625938,744.0859168,510.78133,628.9507929,9.447491417,7.040676266,8.887475517,4.987343916,2.714655629,4.598350069,3347.641139,2073.276597,1624.025146,1611.937669,1020.194418,768.9426684
10.82320279,7.421411228,9.901564303,1408.891566,1033.871888,1052.96581,88.1,5.44636409,3.993209538,4.997978116,744.1295951,510.8322487,629.0525763,9.445157251,7.035656295,8.884246071,4.986459375,2.713544693,4.596921412,3349.224093,2073.482662,1624.561011,1612.654475,1020.291257,769.1242281
