time_total,Glucose_max,Glucose_min,Glucose_opt,Insulin_max,Insulin_min,Insulin_opt
184.36,8.983398998,6.64028842,7.957976549,1.40613441,1.40613441,1.827987333
184.37,8.982984844,6.639360578,7.957337466,1.406019918,1.406019918,1.827835129
184.38,8.982570715,6.638432942,7.956698454,1.405905392,1.405905392,1.827682904
184.39,8.98215661,6.63750551,7.956059512,1.40579083,1.40579083,1.827530658
184.4,8.98174253,6.636578284,7.955420642,1.405676234,1.405676234,1.827378393
184.41,8.981328475,6.635651263,7.954781842,1.405561603,1.405561603,1.827226107
184.42,8.980914444,6.634724447,7.954143114,1.405446937,1.405446937,1.827073801
184.43,8.980500439,6.633797836,7.953504456,1.405332237,1.405332237,1.826921474
184.44,8.980086458,6.63287143,7.952865869,1.405217502,1.405217502,1.826769127
184.45,8.979672501,6.631945229,7.952227352,1.405102733,1.405102733,1.826616761
184.46,8.97925857,6.631019233,7.951588907,1.404987929,1.404987929,1.826464374
184.47,8.978844663,6.630093442,7.950950532,1.404873091,1.404873091,1.826311967
184.48,8.97843078,6.629167856,7.950312228,1.404758218,1.404758218,1.82615954
184.49,8.978016923,6.628242475,7.949673995,1.404643311,1.404643311,1.826007093
184.5,8.97760309,6.627317298,7.949035832,1.40452837,1.40452837,1.825854626
184.51,8.977189282,6.626392326,7.948397741,1.404413394,1.404413394,1.825702139
184.52,8.976775498,6.62546756,7.94775972,1.404298385,1.404298385,1.825549632
184.53,8.976361739,6.624542998,7.94712177,1.404183341,1.404183341,1.825397105
184.54,8.975948005,6.62361864,7.94648389,1.404068263,1.404068263,1.825244559
184.55,8.975534295,6.622694488,7.945846082,1.403953151,1.403953151,1.825091992
184.56,8.97512061,6.62177054,7.945208343,1.403838005,1.403838005,1.824939406
184.57,8.97470695,6.620846797,7.944570676,1.403722825,1.403722825,1.824786801
184.58,8.974293314,6.619923258,7.943933079,1.403607611,1.403607611,1.824634175
184.59,8.973879703,6.618999925,7.943295553,1.403492363,1.403492363,1.82448153
184.6,8.973466116,6.618076795,7.942658098,1.403377081,1.403377081,1.824328865
184.61,8.973052554,6.617153871,7.942020714,1.403261766,1.403261766,1.824176181
184.62,8.972639017,6.616231151,7.941383399,1.403146416,1.403146416,1.824023477
184.63,8.972225504,6.615308635,7.940746156,1.403031033,1.403031033,1.823870754
184.64,8.971812016,6.614386324,7.940108983,1.402915617,1.402915617,1.823718012
184.65,8.971398552,6.613464218,7.939471881,1.402800167,1.402800167,1.823565249
184.66,8.970985113,6.612542316,7.93883485,1.402684683,1.402684683,1.823412468
184.67,8.970571699,6.611620619,7.938197889,1.402569166,1.402569166,1.823259667
184.68,8.970158309,6.610699126,7.937560998,1.402453615,1.402453615,1.823106847
